sku_id,date,units,revenue,stockout_count,promotion_count,order_count
SKU_00270,2024-06-21,28,1392.06,0,0,3
SKU_00147,2025-11-29,9,509.14,0,0,4
SKU_00255,2025-08-24,18,416.56,1,0,8
SKU_00187,2024-08-05,19,154.84,0,0,6
SKU_00274,2024-06-18,28,206.17,0,2,9
SKU_00096,2025-03-26,34,2838.54,0,0,7
SKU_00237,2025-01-29,126,808.33,1,0,11
SKU_00075,2024-11-14,30,144.59,2,1,7
SKU_00270,2024-06-22,3,149.52,0,0,2
SKU_00092,2025-03-30,13,294.14,0,0,6
SKU_00146,2025-03-20,7,90.75,1,1,5
SKU_00255,2025-08-25,27,638.84,0,0,8
SKU_00092,2025-03-31,25,560.09,0,0,7
SKU_00187,2024-08-06,24,188.13,1,0,10
SKU_00274,2024-06-19,19,139.16,0,0,11
SKU_00096,2025-03-27,21,1726.36,1,0,7
SKU_00183,2024-08-10,16,917.15,2,0,7
SKU_00075,2024-11-15,23,109.91,0,0,8
SKU_00270,2024-06-23,13,627.55,0,0,4
SKU_00146,2025-03-21,17,220.56,0,1,5
SKU_00251,2025-08-30,24,1816.15,0,0,3
SKU_00255,2025-08-26,24,559.86,0,1,6
SKU_00079,2024-12-30,114,7603.64,0,1,4
SKU_00187,2024-08-07,26,203.54,0,0,9
SKU_00071,2024-11-20,3,191.37,0,0,3
SKU_00096,2025-03-28,41,3369.11,0,2,7
SKU_00183,2024-08-11,17,973.72,0,0,4
SKU_00237,2024-08-01,49,308.68,0,1,11
SKU_00075,2024-11-16,17,81.82,1,0,5
SKU_00270,2024-06-24,31,1533.72,0,0,5
SKU_00146,2025-03-22,11,147.84,0,0,3
SKU_00251,2025-08-31,50,3672.45,1,0,8
SKU_00255,2025-08-27,23,542.39,1,0,9
SKU_00059,2025-05-10,2,153.46,0,0,2
SKU_00079,2024-12-31,84,5589.87,1,0,5
SKU_00187,2024-08-08,24,189.12,0,0,8
SKU_00071,2024-11-21,8,524.25,0,0,3
SKU_00096,2025-03-29,27,2236.04,0,1,5
SKU_00183,2024-08-12,42,2296.63,0,0,3
SKU_00237,2024-08-02,40,258.45,0,0,9
SKU_00121,2024-11-01,76,3016.59,1,1,11
SKU_00075,2024-11-17,14,66.96,0,0,6
SKU_00270,2024-06-25,6,297.18,0,0,3
SKU_00146,2025-03-23,6,77.4,0,0,3
SKU_00288,2025-10-20,16,25.19,0,0,5
SKU_00255,2025-08-28,17,394.31,1,0,10
SKU_00055,2025-05-01,17,97.83,1,1,9
SKU_00187,2024-08-09,34,273.91,0,0,10
SKU_00071,2024-11-22,22,1394.76,1,1,7
SKU_00183,2024-08-13,67,3761.52,0,0,6
SKU_00237,2024-08-03,18,114.29,0,0,10
SKU_00121,2024-11-02,51,2034.18,0,0,9
SKU_00075,2024-11-18,25,118.97,0,0,7
SKU_00270,2024-06-26,14,691.35,0,1,3
SKU_00146,2025-03-24,5,65.54,0,0,2
SKU_00288,2025-10-21,19,30.01,0,0,5
SKU_00255,2025-08-29,26,589.2,0,0,7
SKU_00055,2025-05-02,10,56.65,1,0,7
SKU_00071,2024-11-23,9,579.14,0,0,5
SKU_00183,2024-08-14,23,1319.48,1,0,4
SKU_00237,2024-08-04,28,175.64,1,1,10
SKU_00121,2024-11-03,77,3001.29,0,1,10
SKU_00075,2024-11-19,25,118.15,0,0,6
SKU_00270,2024-06-27,15,734.32,0,0,7
SKU_00146,2025-03-25,20,263.35,1,1,4
SKU_00288,2025-10-22,25,38.23,0,1,5
SKU_00055,2025-05-03,15,86.84,0,0,9
SKU_00071,2024-11-24,1,65,0,0,1
SKU_00142,2025-03-30,9,931.04,0,0,6
SKU_00183,2024-08-15,64,3483.06,0,1,8
SKU_00237,2024-08-05,48,303.46,0,0,11
SKU_00121,2024-11-04,77,3000.6,0,2,11
SKU_00270,2024-06-28,42,2134.76,0,0,5
SKU_00146,2025-03-26,11,142.32,1,0,4
SKU_00288,2025-10-23,20,32.86,0,0,5
SKU_00059,2025-05-14,4,302.38,0,1,3
SKU_00055,2025-05-04,15,85.22,0,0,8
SKU_00142,2025-03-31,12,1237.57,0,1,8
SKU_00071,2024-11-25,10,606.13,0,2,5
SKU_00183,2024-08-16,9,529.72,0,0,3
SKU_00237,2024-08-06,47,302.18,0,1,11
SKU_00121,2024-11-05,57,2202.76,1,0,11
SKU_00270,2024-06-29,5,251.45,0,0,3
SKU_00146,2025-03-27,13,171.45,0,0,4
SKU_00187,2024-09-30,34,274.45,0,1,9
SKU_00193,2025-11-01,14,785.35,0,0,5
SKU_00288,2025-10-24,24,39.04,0,0,5
SKU_00059,2025-05-15,3,241.43,0,0,2
SKU_00055,2025-05-05,17,95.4,0,0,10
SKU_00125,2024-12-20,4,6.5,0,0,3
SKU_00071,2024-11-26,16,1025.61,0,0,6
SKU_00183,2024-08-17,32,1766.29,0,0,4
SKU_00129,2024-12-30,38,1392.77,1,0,6
SKU_00237,2024-08-07,45,289.7,0,1,11
SKU_00121,2024-11-06,70,2751.92,0,2,12
SKU_00146,2025-03-28,7,91.58,1,0,4
SKU_00283,2025-01-01,93,436.91,3,0,11
SKU_00193,2025-11-02,3,178.28,0,0,1
SKU_00288,2025-10-25,11,17.27,0,1,5
SKU_00059,2025-05-16,5,379.68,1,0,3
SKU_00051,2025-05-10,21,253.04,0,0,5
SKU_00055,2025-05-06,16,92.06,0,0,8
SKU_00125,2024-12-21,3,4.7,1,0,3
SKU_00071,2024-11-27,9,595.06,0,0,4
SKU_00183,2024-08-18,22,1242.82,0,0,6
SKU_00129,2024-12-31,47,1686.99,0,1,6
SKU_00237,2024-08-08,33,210.02,1,0,11
SKU_00121,2024-11-07,69,2685.63,1,1,12
SKU_00146,2025-03-29,23,309.96,0,0,5
SKU_00283,2025-01-02,101,473.39,0,0,11
SKU_00193,2025-11-03,31,1747.04,0,0,5
SKU_00284,2025-10-30,53,3823.15,1,0,9
SKU_00288,2025-10-26,101,161.79,0,0,4
SKU_00051,2025-05-11,11,134.13,1,0,4
SKU_00055,2025-05-07,7,40.84,1,0,7
SKU_00105,2025-05-01,30,1906.37,0,0,9
SKU_00125,2024-12-22,4,6.27,1,1,4
SKU_00071,2024-11-28,4,257.38,1,2,3
SKU_00183,2024-08-19,34,1931.79,1,0,5
SKU_00237,2024-08-09,45,290.23,0,0,11
SKU_00121,2024-11-08,71,2724.77,1,1,12
SKU_00283,2025-01-03,99,466.25,1,0,10
SKU_00193,2025-11-04,18,1072.36,0,0,5
SKU_00284,2025-10-31,46,3301.76,1,0,9
SKU_00288,2025-10-27,23,36.37,0,0,4
SKU_00059,2025-05-18,4,303.91,0,0,2
SKU_00051,2025-05-12,16,193.12,0,0,4
SKU_00055,2025-05-08,22,123.05,1,2,10
SKU_00105,2025-05-02,21,1322.74,0,0,8
SKU_00125,2024-12-23,4,6.15,0,0,2
SKU_00071,2024-11-29,7,453.25,0,0,2
SKU_00121,2024-11-09,47,1826.78,0,0,11
SKU_00283,2025-01-04,75,349.87,0,0,11
SKU_00193,2025-11-05,2,115.19,1,0,1
SKU_00288,2025-10-28,25,40.68,0,0,5
SKU_00059,2025-05-19,2,149.58,0,0,1
SKU_00051,2025-05-13,17,214.65,0,0,4
SKU_00055,2025-05-09,13,74.9,2,0,10
SKU_00105,2025-05-03,21,1316.45,0,0,9
SKU_00125,2024-12-24,1,1.58,0,0,1
SKU_00283,2025-01-05,48,225.98,0,0,10
SKU_00193,2025-11-06,10,554,0,0,3
SKU_00288,2025-10-29,10,15.47,1,1,3
SKU_00051,2025-05-14,21,264.2,0,0,4
SKU_00105,2025-05-04,13,784.32,0,1,3
SKU_00125,2024-12-25,3,4.76,0,0,2
SKU_00287,2025-02-20,90,883.58,0,0,14
SKU_00237,2024-09-30,35,224.83,1,0,11
SKU_00283,2025-01-06,75,352.51,1,1,11
SKU_00193,2025-11-07,14,802.47,0,0,3
SKU_00051,2025-05-15,24,304.25,0,0,4
SKU_00105,2025-05-05,23,1402.5,1,1,9
SKU_00125,2024-12-26,1,1.52,0,0,1
SKU_00287,2025-02-21,80,801.31,1,0,15
SKU_00121,2024-12-30,52,1970.9,2,1,11
SKU_00283,2025-01-07,91,429.68,0,0,11
SKU_00193,2025-11-08,11,636.77,0,0,4
SKU_00109,2025-06-20,53,3288.39,2,1,9
SKU_00051,2025-05-16,23,291.55,0,0,5
SKU_00101,2025-05-10,40,302.1,1,0,14
SKU_00105,2025-05-06,20,1223.05,2,1,10
SKU_00125,2024-12-27,2,3.25,0,0,2
SKU_00287,2025-02-22,51,496.64,2,0,14
SKU_00121,2024-12-31,68,2678.93,0,1,12
SKU_00266,2024-10-10,38,2632.59,0,1,6
SKU_00283,2025-01-08,128,605.15,0,0,10
SKU_00193,2025-11-09,7,410.74,0,0,2
SKU_00109,2025-06-21,35,2294.58,0,0,8
SKU_00051,2025-05-17,12,151.94,0,0,4
SKU_00101,2025-05-11,57,436.35,0,1,15
SKU_00105,2025-05-07,30,1841.77,0,0,10
SKU_00125,2024-12-28,4,6.14,0,0,2
SKU_00287,2025-02-23,45,435.77,0,0,13
SKU_00266,2024-10-11,44,3063.73,1,0,6
SKU_00283,2025-01-09,112,526.81,0,0,11
SKU_00109,2025-06-22,47,2945.8,0,0,8
SKU_00051,2025-05-18,15,185.42,0,0,4
SKU_00101,2025-05-12,64,485.11,1,0,14
SKU_00105,2025-05-08,40,2548.52,0,0,9
SKU_00125,2024-12-29,3,4.88,1,0,3
SKU_00192,2025-03-01,6,9.83,1,0,4
SKU_00287,2025-02-24,67,652.29,1,0,15
SKU_00266,2024-10-12,15,1047.64,0,0,6
SKU_00109,2025-06-23,55,3515.05,3,0,9
SKU_00051,2025-05-19,19,237.12,0,1,4
SKU_00101,2025-05-13,65,488.22,1,1,15
SKU_00105,2025-05-09,25,1554.57,0,0,7
SKU_00192,2025-03-02,26,42.46,0,0,5
SKU_00287,2025-02-25,100,961.22,1,1,14
SKU_00266,2024-10-13,33,2262.77,0,0,7
SKU_00014,2025-07-01,128,11415.2,0,0,9
SKU_00109,2025-06-24,57,3724.95,0,0,9
SKU_00101,2025-05-14,76,589.48,1,0,15
SKU_00192,2025-03-03,18,27.51,0,0,3
SKU_00287,2025-02-26,70,684.34,1,0,15
SKU_00179,2024-12-01,4,736.87,0,0,1
SKU_00266,2024-10-14,44,3081.94,0,1,6
SKU_00014,2025-07-02,136,12252.1,1,0,10
SKU_00109,2025-06-25,36,2346.18,0,0,10
SKU_00101,2025-05-15,78,594.93,1,0,15
SKU_00192,2025-03-04,7,11.31,0,0,3
SKU_00287,2025-02-27,79,767.63,1,0,14
SKU_00037,2024-06-10,68,2271.23,0,0,10
SKU_00266,2024-10-15,38,2564.28,0,1,6
SKU_00014,2025-07-03,181,16648.9,0,1,10
SKU_00105,2025-06-30,29,1771.63,0,1,10
SKU_00109,2025-06-26,42,2647.02,0,2,8
SKU_00101,2025-05-16,73,550.93,0,3,15
SKU_00262,2024-10-20,53,96.8,0,0,7
SKU_00192,2025-03-05,30,48.4,0,0,4
SKU_00287,2025-02-28,97,941.42,0,1,15
SKU_00037,2024-06-11,77,2563.24,0,1,12
SKU_00179,2024-12-03,13,2513.95,0,0,4
SKU_00266,2024-10-16,37,2551.15,0,0,7
SKU_00014,2025-07-04,130,12297.8,1,0,9
SKU_00109,2025-06-27,27,1774.33,0,0,5
SKU_00101,2025-05-17,52,398.37,1,1,14
SKU_00196,2025-04-20,28,959.3,0,1,9
SKU_00262,2024-10-21,46,86.06,0,0,7
SKU_00192,2025-03-06,29,45.85,1,0,5
SKU_00037,2024-06-12,69,2321.09,1,0,10
SKU_00179,2024-12-04,10,1949.77,0,1,4
SKU_00266,2024-10-17,31,2129.03,0,0,6
SKU_00014,2025-07-05,67,6129.22,1,0,9
SKU_00109,2025-06-28,37,2366.83,1,0,9
SKU_00101,2025-05-18,43,329.58,2,0,15
SKU_00196,2025-04-21,38,1329.86,0,0,10
SKU_00246,2025-04-01,2,96.22,0,0,1
SKU_00262,2024-10-22,28,53.62,1,0,7
SKU_00192,2025-03-07,5,8.11,0,0,4
SKU_00037,2024-06-13,86,2850.42,0,0,13
SKU_00266,2024-10-18,35,2424.54,0,0,6
SKU_00018,2025-08-20,37,114.46,0,1,6
SKU_00014,2025-07-06,107,9733.75,2,0,10
SKU_00109,2025-06-29,30,1955.57,1,0,8
SKU_00101,2025-05-19,85,642.04,0,1,15
SKU_00196,2025-04-22,40,1409.9,0,0,10
SKU_00246,2025-04-02,7,338.14,1,0,6
SKU_00262,2024-10-23,25,47.29,1,0,6
SKU_00192,2025-03-08,2,3.23,0,0,2
SKU_00287,2024-09-01,67,647.04,1,0,15
SKU_00037,2024-06-14,73,2432.99,0,0,10
SKU_00266,2024-10-19,35,2398.42,0,0,7
SKU_00018,2025-08-21,46,144.67,0,0,6
SKU_00014,2025-07-07,113,10491.5,3,0,10
SKU_00196,2025-04-23,45,1546.83,0,0,9
SKU_00246,2025-04-03,11,511.1,0,1,6
SKU_00262,2024-10-24,37,69.59,0,0,7
SKU_00192,2025-03-09,19,30.59,0,0,2
SKU_00287,2024-09-02,100,970.17,0,1,14
SKU_00171,2024-12-01,20,286.21,0,0,9
SKU_00037,2024-06-15,47,1559.62,0,1,12
SKU_00179,2024-12-07,3,550.81,0,0,1
SKU_00018,2025-08-22,40,128.62,1,0,6
SKU_00014,2025-07-08,123,11213.4,0,0,10
SKU_00196,2025-04-24,43,1515.83,1,0,10
SKU_00246,2025-04-04,8,381.69,0,0,5
SKU_00262,2024-10-25,38,71.65,1,0,6
SKU_00287,2024-09-03,79,766.07,0,1,14
SKU_00171,2024-12-02,20,284.38,0,0,7
SKU_00037,2024-06-16,49,1646.82,0,0,11
SKU_00179,2024-12-08,7,1337.34,0,0,3
SKU_00033,2024-06-20,33,409.59,0,0,7
SKU_00018,2025-08-23,43,135.39,0,0,6
SKU_00014,2025-07-09,136,12419.7,0,0,10
SKU_00196,2025-04-25,35,1246.27,0,0,8
SKU_00246,2025-04-05,5,229.06,0,0,3
SKU_00262,2024-10-26,18,33.34,0,0,5
SKU_00287,2024-09-04,82,803.18,1,0,13
SKU_00171,2024-12-03,23,321.07,1,2,9
SKU_00037,2024-06-17,79,2673.58,0,0,12
SKU_00179,2024-12-09,4,792.41,0,0,2
SKU_00033,2024-06-21,41,506.55,0,0,8
SKU_00018,2025-08-24,34,105.42,0,0,5
SKU_00192,2025-04-30,16,24.73,0,0,1
SKU_00196,2025-04-26,22,781.36,1,0,8
SKU_00242,2025-04-10,12,956.68,0,0,2
SKU_00246,2025-04-06,6,289,0,0,3
SKU_00262,2024-10-27,33,60.45,0,0,6
SKU_00287,2024-09-05,89,866.02,0,0,14
SKU_00171,2024-12-04,27,386.83,1,1,8
SKU_00037,2024-06-18,71,2358.25,0,0,12
SKU_00033,2024-06-22,22,275.21,1,0,6
SKU_00018,2025-08-25,58,180.87,0,0,6
SKU_00196,2025-04-27,29,1051.71,0,0,8
SKU_00242,2025-04-11,13,994.34,0,0,3
SKU_00246,2025-04-07,5,243.9,0,0,4
SKU_00262,2024-10-28,37,68.88,0,2,6
SKU_00287,2024-09-06,73,706.51,0,2,13
SKU_00171,2024-12-05,10,147.72,0,0,8
SKU_00037,2024-06-19,56,1823.18,0,0,12
SKU_00283,2024-09-10,103,479.59,0,0,11
SKU_00033,2024-06-23,26,312.29,0,1,8
SKU_00014,2025-08-30,87,7860.18,2,0,9
SKU_00018,2025-08-26,48,150.77,0,0,6
SKU_00196,2025-04-28,19,661.69,2,0,7
SKU_00242,2025-04-12,19,1480.17,0,1,5
SKU_00246,2025-04-08,9,432.13,1,0,5
SKU_00262,2024-10-29,42,79.65,0,1,7
SKU_00287,2024-09-07,42,410.18,2,2,13
SKU_00171,2024-12-06,33,483.92,1,0,11
SKU_00283,2024-09-11,125,590.59,0,0,11
SKU_00033,2024-06-24,54,650.06,0,1,8
SKU_00014,2025-08-31,100,9069.64,1,0,10
SKU_00018,2025-08-27,85,277.63,0,0,6
SKU_00196,2025-04-29,44,1553.14,0,0,9
SKU_00242,2025-04-13,3,226.25,0,0,2
SKU_00246,2025-04-09,6,288.76,0,0,5
SKU_00287,2024-09-08,44,424.35,0,0,14
SKU_00171,2024-12-07,27,359.99,0,1,9
SKU_00283,2024-09-12,130,611.91,0,0,11
SKU_00033,2024-06-25,48,593.35,0,0,8
SKU_00221,2024-12-01,7,199.02,2,0,7
SKU_00018,2025-08-28,44,137.81,0,0,6
SKU_00155,2025-06-01,19,2140.26,1,0,4
SKU_00242,2025-04-14,26,2002.06,0,0,6
SKU_00287,2024-09-09,96,943.07,1,2,15
SKU_00171,2024-12-08,17,243.88,0,0,7
SKU_00283,2024-09-13,131,611.67,0,0,11
SKU_00033,2024-06-26,37,445.15,1,0,7
SKU_00221,2024-12-02,23,646.74,1,0,9
SKU_00018,2025-08-29,45,138.32,0,1,6
SKU_00155,2025-06-02,9,1022.09,0,0,2
SKU_00242,2025-04-15,22,1647.83,0,0,4
SKU_00171,2024-12-09,30,442.47,0,0,8
SKU_00283,2024-09-14,63,289.17,1,0,10
SKU_00033,2024-06-27,42,516.58,1,0,8
SKU_00221,2024-12-03,21,593.41,0,0,10
SKU_00155,2025-06-03,40,4543.77,0,0,5
SKU_00242,2025-04-16,23,1744.74,0,0,5
SKU_00283,2024-09-15,91,419.58,1,0,10
SKU_00033,2024-06-28,45,557.26,0,0,7
SKU_00221,2024-12-04,20,568.27,0,0,9
SKU_00155,2025-06-04,6,648.95,0,1,2
SKU_00242,2025-04-17,11,867.69,0,0,4
SKU_00283,2024-09-16,97,468.28,3,0,11
SKU_00033,2024-06-29,26,324.85,1,0,8
SKU_00221,2024-12-05,10,277.36,0,0,5
SKU_00155,2025-06-05,27,3044.92,0,0,3
SKU_00242,2025-04-18,12,918.42,0,0,4
SKU_00283,2024-09-17,130,605.6,0,1,10
SKU_00221,2024-12-06,19,533.4,0,0,7
SKU_00046,2025-01-01,15,1574.23,1,0,4
SKU_00151,2025-06-10,16,519.93,2,1,8
SKU_00155,2025-06-06,17,1969.92,1,0,3
SKU_00242,2025-04-19,11,820.18,0,0,4
SKU_00283,2024-09-18,158,718.73,1,1,11
SKU_00221,2024-12-07,14,394.39,2,0,10
SKU_00046,2025-01-02,6,610.01,0,0,2
SKU_00047,2025-10-30,13,384.77,0,0,5
SKU_00151,2025-06-11,18,591.38,0,0,8
SKU_00155,2025-06-07,9,1021.13,0,0,3
SKU_00205,2025-06-01,23,1393.63,0,0,8
SKU_00283,2024-09-19,87,410.44,1,1,11
SKU_00221,2024-12-08,13,361.5,3,1,9
SKU_00046,2025-01-03,13,1343.75,0,1,6
SKU_00047,2025-10-31,14,399.72,0,1,8
SKU_00151,2025-06-12,17,552.16,1,0,10
SKU_00155,2025-06-08,6,677.53,0,0,2
SKU_00205,2025-06-02,33,2020.17,0,0,8
SKU_00221,2024-12-09,27,765.73,0,0,11
SKU_00046,2025-01-04,12,1234.98,0,0,5
SKU_00151,2025-06-13,5,164.33,0,0,4
SKU_00155,2025-06-09,10,1158.81,0,0,4
SKU_00205,2025-06-03,43,2617.11,0,0,8
SKU_00046,2025-01-05,7,709.11,0,0,3
SKU_00064,2025-08-01,8,1751.44,0,0,5
SKU_00151,2025-06-14,5,159.97,0,0,5
SKU_00205,2025-06-04,42,2514.15,0,0,8
SKU_00042,2025-01-10,26,1182.96,0,0,5
SKU_00046,2025-01-06,16,1557.39,0,1,3
SKU_00064,2025-08-02,10,2215.25,0,0,5
SKU_00151,2025-06-15,14,458.09,0,0,7
SKU_00205,2025-06-05,37,2230.04,0,0,8
SKU_00042,2025-01-11,22,1019.12,1,0,5
SKU_00046,2025-01-07,9,934.12,0,0,3
SKU_00064,2025-08-03,5,1087.86,2,0,6
SKU_00155,2025-07-30,7,810.76,1,0,2
SKU_00209,2025-07-20,6,21.73,0,0,3
SKU_00151,2025-06-16,22,709.02,0,0,7
SKU_00205,2025-06-06,21,1284.01,1,0,8
SKU_00042,2025-01-12,18,834.31,1,0,5
SKU_00029,2024-10-10,5,222.17,0,0,1
SKU_00046,2025-01-08,27,2824.1,0,1,4
SKU_00064,2025-08-04,16,3557.7,0,1,3
SKU_00155,2025-07-31,18,1990.51,0,0,3
SKU_00209,2025-07-21,10,34.72,0,0,3
SKU_00151,2025-06-17,9,298.44,1,0,7
SKU_00205,2025-06-07,28,1692.81,0,1,8
SKU_00042,2025-01-13,31,1430.56,0,0,5
SKU_00029,2024-10-11,2,87.91,1,0,2
SKU_00046,2025-01-09,7,746.65,0,0,3
SKU_00064,2025-08-05,7,1550.83,0,0,6
SKU_00209,2025-07-22,1,3.78,0,0,1
SKU_00151,2025-06-18,8,257.95,0,0,4
SKU_00205,2025-06-08,18,1088.87,1,0,8
SKU_00042,2025-01-14,25,1166.61,1,0,5
SKU_00029,2024-10-12,3,133.06,1,0,3
SKU_00068,2025-09-20,9,12.59,0,0,5
SKU_00060,2025-08-10,22,99.73,1,0,9
SKU_00064,2025-08-06,12,2665.46,1,0,6
SKU_00151,2025-06-19,17,551.44,0,1,8
SKU_00205,2025-06-09,20,1221.53,1,0,8
SKU_00042,2025-01-15,24,1112.77,0,0,5
SKU_00029,2024-10-13,2,91.6,0,0,2
SKU_00068,2025-09-21,6,8.11,0,0,4
SKU_00060,2025-08-11,33,146.73,0,0,8
SKU_00064,2025-08-07,5,1087.09,0,0,4
SKU_00209,2025-07-24,5,17.55,0,0,2
SKU_00042,2025-01-16,32,1474.28,0,0,5
SKU_00029,2024-10-14,1,39.9,0,1,1
SKU_00068,2025-09-22,35,50.17,0,0,4
SKU_00060,2025-08-12,31,141.8,0,0,9
SKU_00064,2025-08-08,19,4128.79,1,0,9
SKU_00209,2025-07-25,8,28.02,0,1,4
SKU_00087,2024-07-30,18,359.44,1,0,7
SKU_00042,2025-01-17,31,1453.48,0,0,5
SKU_00083,2024-07-20,21,157.46,0,0,4
SKU_00137,2024-07-10,55,9677.59,0,0,14
SKU_00029,2024-10-15,13,584.3,0,0,4
SKU_00097,2025-10-01,2,6.8,0,0,1
SKU_00068,2025-09-23,6,8.1,0,0,1
SKU_00060,2025-08-13,31,131.45,0,1,8
SKU_00064,2025-08-09,15,3315.35,0,1,5
SKU_00205,2025-07-30,23,1399.47,1,0,8
SKU_00209,2025-07-26,3,11.14,1,0,2
SKU_00087,2024-07-31,18,366.98,0,0,4
SKU_00025,2024-10-20,106,9500.7,2,1,11
SKU_00042,2025-01-18,18,813.22,0,0,5
SKU_00083,2024-07-21,7,52.27,0,0,2
SKU_00137,2024-07-11,58,9970.93,0,0,12
SKU_00021,2024-10-10,14,207.43,1,1,3
SKU_00029,2024-10-16,5,228.26,0,0,2
SKU_00097,2025-10-02,42,147.69,0,0,6
SKU_00068,2025-09-24,9,12.82,0,0,4
SKU_00060,2025-08-14,15,65.49,1,0,8
SKU_00205,2025-07-31,26,1617.9,1,0,8
SKU_00209,2025-07-27,6,21.18,0,0,3
SKU_00296,2025-05-20,25,218.77,1,0,5
SKU_00292,2025-05-10,72,675.25,0,0,6
SKU_00025,2024-10-21,158,14424.8,4,0,11
SKU_00042,2025-01-19,20,910.78,0,0,5
SKU_00083,2024-07-22,13,99.08,0,0,2
SKU_00137,2024-07-12,82,13980.6,0,0,13
SKU_00021,2024-10-11,1,15.02,0,0,1
SKU_00029,2024-10-17,1,46.45,0,0,1
SKU_00097,2025-10-03,54,186.71,0,0,7
SKU_00068,2025-09-25,27,36.36,0,0,3
SKU_00060,2025-08-15,22,97.54,1,0,7
SKU_00209,2025-07-28,4,14.47,1,0,3
SKU_00296,2025-05-21,27,239.02,0,0,7
SKU_00292,2025-05-11,62,588.65,0,0,6
SKU_00025,2024-10-22,220,19813,0,3,11
SKU_00083,2024-07-23,63,477.23,0,0,4
SKU_00137,2024-07-13,23,4004.4,2,0,13
SKU_00021,2024-10-12,4,50.76,0,1,2
SKU_00029,2024-10-18,6,279.8,0,0,2
SKU_00097,2025-10-04,21,74.24,0,0,3
SKU_00064,2025-09-30,13,2939.98,0,0,9
SKU_00068,2025-09-26,41,58.81,0,1,4
SKU_00118,2025-09-20,26,2621.7,1,0,9
SKU_00114,2025-09-10,17,1087.36,0,1,8
SKU_00060,2025-08-16,22,100.48,0,0,7
SKU_00209,2025-07-29,3,10.01,0,1,1
SKU_00296,2025-05-22,16,149.88,1,0,4
SKU_00292,2025-05-12,115,1053.3,0,0,6
SKU_00025,2024-10-23,163,14475.9,0,1,11
SKU_00083,2024-07-24,134,973.74,0,1,9
SKU_00137,2024-07-14,49,8576.05,0,1,13
SKU_00021,2024-10-13,1,14.07,0,0,1
SKU_00029,2024-10-19,8,373.09,0,0,4
SKU_00097,2025-10-05,8,27.85,0,0,5
SKU_00068,2025-09-27,16,21.98,0,0,5
SKU_00118,2025-09-21,25,2611.63,0,1,9
SKU_00114,2025-09-11,26,1704.01,0,0,11
SKU_00060,2025-08-17,16,72.19,1,0,7
SKU_00296,2025-05-23,7,62.38,1,0,4
SKU_00292,2025-05-13,79,727.29,0,0,6
SKU_00025,2024-10-24,197,18039.1,0,0,11
SKU_00083,2024-07-25,22,165.56,1,0,5
SKU_00137,2024-07-15,68,11923.2,0,0,14
SKU_00021,2024-10-14,9,127.55,1,0,4
SKU_00093,2025-10-10,9,358.64,0,0,4
SKU_00097,2025-10-06,27,90.86,0,0,2
SKU_00068,2025-09-28,34,44.08,0,1,4
SKU_00118,2025-09-22,32,3334.5,0,0,10
SKU_00114,2025-09-12,39,2585.07,2,0,14
SKU_00060,2025-08-18,24,107.02,0,0,8
SKU_00296,2025-05-24,13,121.16,0,0,5
SKU_00292,2025-05-14,142,1331.08,0,0,6
SKU_00025,2024-10-25,230,20170.5,0,0,11
SKU_00083,2024-07-26,46,344.77,0,0,3
SKU_00137,2024-07-16,57,9817.52,0,1,13
SKU_00021,2024-10-15,6,90.26,1,0,4
SKU_00133,2024-07-20,6,275.06,0,0,2
SKU_00093,2025-10-11,1,40.1,0,0,1
SKU_00097,2025-10-07,69,232.18,0,1,8
SKU_00147,2025-10-01,15,833.21,0,0,8
SKU_00068,2025-09-29,13,18.02,0,0,4
SKU_00118,2025-09-23,27,2744.66,0,0,6
SKU_00114,2025-09-13,12,763.38,0,0,8
SKU_00060,2025-08-19,28,127.82,1,0,6
SKU_00296,2025-05-25,21,189.97,0,0,6
SKU_00292,2025-05-15,75,698.69,0,0,6
SKU_00025,2024-10-26,138,12378.6,0,0,11
SKU_00083,2024-07-27,44,330.72,0,1,5
SKU_00137,2024-07-17,71,12066.3,1,2,14
SKU_00021,2024-10-16,29,435.1,0,0,4
SKU_00133,2024-07-21,10,458.83,0,0,2
SKU_00093,2025-10-12,6,242.63,0,0,2
SKU_00097,2025-10-08,36,121.55,1,0,7
SKU_00147,2025-10-02,22,1221.72,0,1,9
SKU_00118,2025-09-24,72,7442.49,0,3,10
SKU_00114,2025-09-14,12,793.5,1,0,10
SKU_00296,2025-05-26,18,161.13,1,0,6
SKU_00292,2025-05-16,105,956.91,1,1,6
SKU_00009,2025-04-20,3,8.95,0,0,1
SKU_00005,2025-04-10,10,240.24,0,1,5
SKU_00025,2024-10-27,130,10817.5,0,1,10
SKU_00083,2024-07-28,38,273.11,0,0,3
SKU_00137,2024-07-18,56,9680.53,0,0,12
SKU_00021,2024-10-17,34,514.1,1,0,6
SKU_00133,2024-07-22,9,415.97,0,1,3
SKU_00093,2025-10-13,18,731.23,0,0,4
SKU_00097,2025-10-09,31,103.25,0,0,4
SKU_00147,2025-10-03,17,961.82,0,0,8
SKU_00118,2025-09-25,40,4160.99,1,0,8
SKU_00114,2025-09-15,35,2255.78,0,1,11
SKU_00296,2025-05-27,28,254.73,0,0,6
SKU_00292,2025-05-17,64,586.38,1,0,6
SKU_00009,2025-04-21,4,12,0,0,2
