inventory_id,warehouse_id,bin_id,sku_id,batch_id,manufacture_date,expiry_date,received_date,quantity_available,quantity_reserved,quality_status,days_to_expiry
INV_0000679,WH_001,WH_001_AMBIENT_069,SKU_00268,BATCH_0000679,2025-07-16,2026-07-16,2025-07-24,25,0,good,50
INV_0000680,WH_003,WH_003_AMBIENT_147,SKU_00049,BATCH_0000680,2025-11-28,2027-01-14,2025-12-03,10,0,good,232
INV_0000681,WH_001,WH_001_AMBIENT_017,SKU_00061,BATCH_0000681,2024-12-09,2027-05-15,2024-12-10,57,0,good,353
INV_0000682,WH_001,WH_001_AMBIENT_037,SKU_00178,BATCH_0000682,2024-11-02,2026-08-21,2024-11-09,6,0,good,86
INV_0000683,WH_003,WH_003_AMBIENT_024,SKU_00148,BATCH_0000683,2024-03-10,2026-09-04,2024-03-11,8,0,good,100
INV_0000684,WH_002,WH_002_COLD_145,SKU_00204,BATCH_0000684,2025-11-12,2026-11-07,2025-11-18,162,52,good,164
INV_0000685,WH_002,WH_002_COOL_061,SKU_00074,BATCH_0000685,2025-01-28,2027-01-28,2025-01-31,3,0,good,246
INV_0000686,WH_001,WH_001_COOL_181,SKU_00227,BATCH_0000686,2026-04-04,2028-04-03,2026-04-17,31,0,good,677
INV_0000687,WH_003,WH_003_AMBIENT_159,SKU_00247,BATCH_0000687,2026-02-16,2028-04-08,2026-02-23,11,0,good,682
INV_0000688,WH_003,WH_003_COOL_105,SKU_00227,BATCH_0000688,2025-04-15,2027-04-15,2025-04-24,69,0,good,323
INV_0000689,WH_003,WH_003_COLD_046,SKU_00037,BATCH_0000689,2026-05-14,2027-05-14,2026-05-21,4,0,good,352
INV_0000690,WH_002,WH_002_AMBIENT_173,SKU_00081,BATCH_0000690,2025-06-06,2026-12-09,2025-06-16,23,1,good,196
INV_0000691,WH_003,WH_003_AMBIENT_166,SKU_00168,BATCH_0000691,2026-04-07,2027-04-07,2026-04-19,6,0,good,315
INV_0000692,WH_002,WH_002_COOL_171,SKU_00072,BATCH_0000692,2025-08-23,2027-08-23,2025-08-27,20,0,good,453
INV_0000693,WH_002,WH_002_AMBIENT_019,SKU_00141,BATCH_0000693,2025-10-15,2026-10-15,2025-10-24,126,0,good,141
INV_0000694,WH_002,WH_002_AMBIENT_031,SKU_00178,BATCH_0000694,2026-04-01,2028-01-18,2026-04-14,18,2,good,601
INV_0000695,WH_003,WH_003_AMBIENT_126,SKU_00176,BATCH_0000695,2025-11-15,2026-11-15,2025-11-23,51,0,good,172
INV_0000696,WH_003,WH_003_AMBIENT_081,SKU_00050,BATCH_0000696,2025-09-20,2026-10-27,2025-09-28,40,0,good,153
INV_0000697,WH_001,WH_001_AMBIENT_059,SKU_00235,BATCH_0000697,2025-10-20,2026-10-20,2025-11-02,30,0,good,146
INV_0000698,WH_003,WH_003_COLD_001,SKU_00045,BATCH_0000698,2025-08-29,2026-08-29,2025-09-05,4,0,good,94
INV_0000699,WH_003,WH_003_AMBIENT_044,SKU_00113,BATCH_0000699,2026-04-19,2027-04-19,2026-04-28,4,0,good,327
INV_0000700,WH_003,WH_003_COOL_004,SKU_00181,BATCH_0000700,2025-12-02,2026-12-08,2025-12-12,12,3,good,195
INV_0000701,WH_003,WH_003_AMBIENT_129,SKU_00274,BATCH_0000701,2025-12-27,2026-12-27,2025-12-30,15,1,good,214
INV_0000702,WH_001,WH_001_AMBIENT_014,SKU_00241,BATCH_0000702,2024-09-19,2027-03-16,2024-10-02,26,0,good,293
INV_0000703,WH_003,WH_003_AMBIENT_151,SKU_00233,BATCH_0000703,2026-02-27,2027-10-09,2026-03-10,23,0,good,500
INV_0000704,WH_002,WH_002_COOL_011,SKU_00088,BATCH_0000704,2024-11-01,2026-11-01,2024-11-14,17,0,good,158
INV_0000705,WH_001,WH_001_COOL_061,SKU_00244,BATCH_0000705,2025-12-11,2027-07-14,2025-12-24,22,8,good,413
INV_0000706,WH_001,WH_001_AMBIENT_051,SKU_00055,BATCH_0000706,2025-08-29,2027-01-02,2025-09-03,73,0,good,220
INV_0000707,WH_002,WH_002_AMBIENT_080,SKU_00159,BATCH_0000707,2026-05-21,2027-05-21,2026-05-29,44,8,good,359
INV_0000708,WH_001,WH_001_COOL_114,SKU_00187,BATCH_0000708,2026-05-02,2027-10-03,2026-05-12,27,7,good,494
INV_0000709,WH_001,WH_001_AMBIENT_069,SKU_00225,BATCH_0000709,2025-07-15,2026-07-17,2025-07-27,6,0,good,51
INV_0000710,WH_001,WH_001_AMBIENT_097,SKU_00263,BATCH_0000710,2025-01-10,2026-10-29,2025-01-13,37,0,good,155
INV_0000711,WH_002,WH_002_COOL_197,SKU_00121,BATCH_0000711,2025-07-26,2026-09-28,2025-07-29,5,0,good,124
INV_0000712,WH_001,WH_001_COOL_200,SKU_00289,BATCH_0000712,2025-08-03,2026-09-02,2025-08-16,53,1,good,98
INV_0000713,WH_003,WH_003_COLD_062,SKU_00082,BATCH_0000713,2026-02-06,2027-02-06,2026-02-14,52,0,good,255
INV_0000714,WH_002,WH_002_COLD_106,SKU_00137,BATCH_0000714,2025-11-24,2026-11-24,2025-12-04,46,0,good,181
INV_0000715,WH_003,WH_003_COOL_152,SKU_00226,BATCH_0000715,2024-11-18,2026-11-18,2024-11-24,8,0,good,175
INV_0000716,WH_002,WH_002_AMBIENT_161,SKU_00203,BATCH_0000716,2025-02-10,2026-10-26,2025-02-20,3,0,good,152
INV_0000717,WH_002,WH_002_AMBIENT_025,SKU_00009,BATCH_0000717,2026-01-19,2028-02-02,2026-01-20,23,0,good,616
INV_0000718,WH_001,WH_001_COLD_094,SKU_00196,BATCH_0000718,2026-02-07,2026-08-28,2026-02-09,20,0,good,93
INV_0000719,WH_001,WH_001_AMBIENT_165,SKU_00223,BATCH_0000719,2025-03-27,2028-02-13,2025-03-30,980,0,good,627
INV_0000720,WH_002,WH_002_COLD_071,SKU_00037,BATCH_0000720,2025-10-03,2026-10-03,2025-10-10,58,0,good,129
INV_0000721,WH_001,WH_001_AMBIENT_188,SKU_00166,BATCH_0000721,2026-05-09,2027-11-18,2026-05-14,4,0,good,540
INV_0000722,WH_002,WH_002_COLD_092,SKU_00068,BATCH_0000722,2025-10-05,2026-10-05,2025-10-17,23,0,good,131
INV_0000723,WH_003,WH_003_COLD_022,SKU_00149,BATCH_0000723,2026-05-27,2026-10-19,2026-05-29,219,0,good,145
INV_0000724,WH_002,WH_002_AMBIENT_123,SKU_00125,BATCH_0000724,2025-11-09,2026-11-09,2025-11-15,32,0,good,166
INV_0000725,WH_001,WH_001_AMBIENT_018,SKU_00080,BATCH_0000725,2024-04-09,2026-08-24,2024-04-21,9,2,good,89
INV_0000726,WH_003,WH_003_AMBIENT_082,SKU_00168,BATCH_0000726,2025-09-11,2026-09-11,2025-09-16,82,0,good,107
INV_0000727,WH_001,WH_001_COLD_016,SKU_00231,BATCH_0000727,2025-09-16,2026-09-16,2025-09-28,25,8,good,112
INV_0000728,WH_002,WH_002_AMBIENT_144,SKU_00150,BATCH_0000728,2025-11-30,2027-02-15,2025-12-05,90,0,good,264
INV_0000729,WH_003,WH_003_AMBIENT_072,SKU_00269,BATCH_0000729,2025-08-04,2026-12-04,2025-08-06,7,0,good,191
INV_0000730,WH_001,WH_001_COOL_178,SKU_00210,BATCH_0000730,2026-03-14,2028-03-13,2026-03-22,79,14,good,656
INV_0000731,WH_002,WH_002_AMBIENT_197,SKU_00067,BATCH_0000731,2025-03-11,2027-03-17,2025-03-12,72,0,good,294
INV_0000732,WH_001,WH_001_COOL_041,SKU_00272,BATCH_0000732,2026-01-31,2026-11-23,2026-02-04,3,0,good,180
INV_0000733,WH_003,WH_003_AMBIENT_049,SKU_00100,BATCH_0000733,2025-08-25,2028-04-09,2025-09-02,53,0,good,683
INV_0000734,WH_001,WH_001_AMBIENT_125,SKU_00095,BATCH_0000734,2026-01-29,2028-05-18,2026-02-10,53,0,good,722
INV_0000735,WH_003,WH_003_COLD_069,SKU_00069,BATCH_0000735,2025-12-29,2026-11-25,2026-01-03,56,0,good,182
INV_0000736,WH_001,WH_001_COOL_077,SKU_00207,BATCH_0000736,2025-09-12,2026-09-18,2025-09-20,4,0,good,114
INV_0000737,WH_003,WH_003_COOL_120,SKU_00210,BATCH_0000737,2025-06-25,2027-06-25,2025-07-08,2,0,good,394
INV_0000738,WH_003,WH_003_COLD_163,SKU_00228,BATCH_0000738,2025-12-28,2026-10-25,2026-01-07,25,0,good,151
INV_0000739,WH_002,WH_002_FROZEN_157,SKU_00296,BATCH_0000739,2026-04-10,2028-04-09,2026-04-22,40,0,good,683
INV_0000740,WH_001,WH_001_AMBIENT_115,SKU_00235,BATCH_0000740,2025-08-23,2026-08-23,2025-09-04,3,0,good,88
INV_0000741,WH_001,WH_001_AMBIENT_091,SKU_00078,BATCH_0000741,2025-03-13,2027-08-04,2025-03-23,8,1,good,434
INV_0000742,WH_003,WH_003_AMBIENT_009,SKU_00223,BATCH_0000742,2026-04-26,2029-03-14,2026-05-01,65,10,good,1022
INV_0000743,WH_003,WH_003_AMBIENT_023,SKU_00165,BATCH_0000743,2026-03-02,2027-05-07,2026-03-14,27,0,good,345
INV_0000744,WH_003,WH_003_AMBIENT_040,SKU_00257,BATCH_0000744,2026-04-04,2027-10-01,2026-04-12,19,0,good,492
INV_0000745,WH_002,WH_002_AMBIENT_183,SKU_00048,BATCH_0000745,2025-12-09,2027-02-26,2025-12-22,144,0,good,275
INV_0000746,WH_002,WH_002_AMBIENT_070,SKU_00095,BATCH_0000746,2025-03-27,2027-07-15,2025-04-03,424,0,good,414
INV_0000747,WH_002,WH_002_AMBIENT_112,SKU_00024,BATCH_0000747,2025-05-04,2027-02-03,2025-05-06,6,0,good,252
INV_0000748,WH_002,WH_002_COLD_076,SKU_00249,BATCH_0000748,2025-11-02,2026-10-02,2025-11-04,1,0,good,128
INV_0000749,WH_001,WH_001_AMBIENT_061,SKU_00170,BATCH_0000749,2025-10-20,2026-10-20,2025-11-02,83,2,good,146
INV_0000750,WH_001,WH_001_COOL_043,SKU_00119,BATCH_0000750,2025-07-23,2026-11-16,2025-08-01,242,0,good,173
INV_0000751,WH_002,WH_002_AMBIENT_185,SKU_00055,BATCH_0000751,2025-08-14,2026-12-18,2025-08-19,58,21,good,205
INV_0000752,WH_003,WH_003_COLD_101,SKU_00202,BATCH_0000752,2026-02-14,2026-07-06,2026-02-26,17,0,good,40
INV_0000753,WH_002,WH_002_AMBIENT_072,SKU_00198,BATCH_0000753,2026-02-05,2027-04-09,2026-02-14,6,0,good,317
INV_0000754,WH_002,WH_002_COOL_141,SKU_00086,BATCH_0000754,2026-05-11,2028-05-10,2026-05-19,5,0,good,714
INV_0000755,WH_001,WH_001_COLD_003,SKU_00260,BATCH_0000755,2025-07-25,2026-07-25,2025-07-28,5,1,good,59
INV_0000756,WH_001,WH_001_AMBIENT_077,SKU_00234,BATCH_0000756,2026-02-12,2027-02-12,2026-02-17,39,0,good,261
INV_0000757,WH_002,WH_002_AMBIENT_044,SKU_00018,BATCH_0000757,2025-05-22,2026-09-21,2025-05-26,174,0,good,117
INV_0000758,WH_001,WH_001_AMBIENT_031,SKU_00056,BATCH_0000758,2025-11-02,2027-01-21,2025-11-06,4,0,good,239
INV_0000759,WH_001,WH_001_AMBIENT_107,SKU_00235,BATCH_0000759,2025-11-01,2026-11-01,2025-11-14,170,0,good,158
INV_0000760,WH_003,WH_003_AMBIENT_035,SKU_00076,BATCH_0000760,2026-01-15,2028-03-26,2026-01-21,30,0,good,669
INV_0000761,WH_002,WH_002_AMBIENT_132,SKU_00223,BATCH_0000761,2026-04-24,2029-03-12,2026-05-01,5,0,good,1020
INV_0000762,WH_001,WH_001_COOL_105,SKU_00206,BATCH_0000762,2025-08-25,2027-02-15,2025-08-31,36,5,good,264
INV_0000763,WH_003,WH_003_AMBIENT_128,SKU_00205,BATCH_0000763,2026-03-08,2027-04-03,2026-03-20,22,7,good,311
INV_0000764,WH_003,WH_003_AMBIENT_165,SKU_00235,BATCH_0000764,2026-01-09,2027-01-09,2026-01-15,7,0,good,227
INV_0000765,WH_003,WH_003_AMBIENT_080,SKU_00223,BATCH_0000765,2026-05-14,2029-04-01,2026-05-22,2,0,good,1040
INV_0000766,WH_003,WH_003_AMBIENT_114,SKU_00135,BATCH_0000766,2025-08-25,2026-08-25,2025-08-26,4,0,good,90
INV_0000767,WH_003,WH_003_AMBIENT_110,SKU_00194,BATCH_0000767,2026-05-22,2027-05-22,2026-05-28,10,0,good,360
INV_0000768,WH_002,WH_002_AMBIENT_092,SKU_00017,BATCH_0000768,2025-06-04,2027-05-10,2025-06-11,4,0,good,348
INV_0000769,WH_003,WH_003_AMBIENT_146,SKU_00107,BATCH_0000769,2026-02-12,2027-02-12,2026-02-18,20,0,good,261
INV_0000770,WH_001,WH_001_COLD_028,SKU_00035,BATCH_0000770,2026-01-21,2026-06-27,2026-02-03,4,0,good,31
INV_0000771,WH_001,WH_001_AMBIENT_097,SKU_00163,BATCH_0000771,2026-02-05,2027-08-21,2026-02-09,11,0,good,451
INV_0000772,WH_003,WH_003_COOL_038,SKU_00184,BATCH_0000772,2025-04-14,2026-12-24,2025-04-20,93,0,good,211
INV_0000773,WH_001,WH_001_COLD_157,SKU_00096,BATCH_0000773,2026-01-01,2027-01-01,2026-01-08,7,0,good,219
INV_0000774,WH_003,WH_003_AMBIENT_081,SKU_00051,BATCH_0000774,2026-02-27,2027-03-16,2026-03-11,28,0,good,293
INV_0000775,WH_003,WH_003_AMBIENT_142,SKU_00168,BATCH_0000775,2025-09-30,2026-09-30,2025-10-05,6,0,good,126
INV_0000776,WH_001,WH_001_COOL_024,SKU_00207,BATCH_0000776,2026-01-26,2027-02-01,2026-02-04,16,0,good,250
INV_0000777,WH_001,WH_001_AMBIENT_173,SKU_00236,BATCH_0000777,2025-09-03,2026-12-21,2025-09-13,16,0,good,208
INV_0000778,WH_003,WH_003_COLD_111,SKU_00154,BATCH_0000778,2026-05-20,2026-10-14,2026-06-01,29,0,good,140
INV_0000779,WH_002,WH_002_AMBIENT_092,SKU_00095,BATCH_0000779,2024-05-02,2026-08-20,2024-05-06,25,10,good,85
INV_0000780,WH_001,WH_001_COLD_133,SKU_00300,BATCH_0000780,2026-05-19,2027-05-19,2026-05-28,115,0,good,357
INV_0000781,WH_003,WH_003_COLD_037,SKU_00154,BATCH_0000781,2026-01-17,2026-06-13,2026-01-26,4,0,good,17
INV_0000782,WH_001,WH_001_COOL_182,SKU_00077,BATCH_0000782,2026-03-14,2027-05-03,2026-03-17,21,0,good,341
INV_0000783,WH_002,WH_002_AMBIENT_191,SKU_00269,BATCH_0000783,2025-05-25,2026-09-24,2025-05-29,6,0,good,120
INV_0000784,WH_001,WH_001_COLD_011,SKU_00204,BATCH_0000784,2026-02-14,2027-02-09,2026-02-16,30,1,good,258
INV_0000785,WH_003,WH_003_COLD_153,SKU_00249,BATCH_0000785,2025-10-23,2026-09-22,2025-11-01,1,0,good,118
INV_0000786,WH_001,WH_001_COOL_088,SKU_00002,BATCH_0000786,2025-03-11,2027-03-11,2025-03-12,64,0,good,288
INV_0000787,WH_001,WH_001_AMBIENT_163,SKU_00141,BATCH_0000787,2025-12-07,2026-12-07,2025-12-13,49,13,good,194
INV_0000788,WH_002,WH_002_COLD_023,SKU_00202,BATCH_0000788,2026-02-09,2026-07-01,2026-02-20,9,0,good,35
INV_0000789,WH_003,WH_003_COOL_101,SKU_00162,BATCH_0000789,2026-05-20,2028-05-19,2026-05-31,3,0,good,723
INV_0000790,WH_001,WH_001_COOL_131,SKU_00021,BATCH_0000790,2026-03-17,2027-01-03,2026-03-29,110,0,good,221
INV_0000791,WH_003,WH_003_COOL_193,SKU_00145,BATCH_0000791,2026-02-01,2027-05-25,2026-02-02,9,2,good,363
INV_0000792,WH_003,WH_003_COLD_200,SKU_00193,BATCH_0000792,2025-10-26,2026-09-25,2025-11-01,138,37,good,121
INV_0000793,WH_003,WH_003_AMBIENT_063,SKU_00012,BATCH_0000793,2025-09-06,2026-09-06,2025-09-12,4,0,good,102
INV_0000794,WH_003,WH_003_AMBIENT_068,SKU_00279,BATCH_0000794,2025-09-30,2028-07-29,2025-10-13,6,2,good,794
INV_0000795,WH_001,WH_001_AMBIENT_187,SKU_00066,BATCH_0000795,2026-02-03,2027-07-19,2026-02-14,8,1,good,418
INV_0000796,WH_002,WH_002_AMBIENT_063,SKU_00125,BATCH_0000796,2025-08-27,2026-08-27,2025-08-31,8,0,good,92
INV_0000797,WH_003,WH_003_COOL_015,SKU_00266,BATCH_0000797,2025-01-05,2026-09-03,2025-01-18,88,0,good,99
INV_0000798,WH_001,WH_001_AMBIENT_048,SKU_00292,BATCH_0000798,2025-09-27,2027-02-16,2025-10-03,9,0,good,265
INV_0000799,WH_002,WH_002_COOL_116,SKU_00077,BATCH_0000799,2025-10-21,2026-12-10,2025-11-03,56,3,good,197
INV_0000800,WH_002,WH_002_AMBIENT_076,SKU_00235,BATCH_0000800,2026-01-20,2027-01-20,2026-01-21,21,0,good,238
INV_0000801,WH_003,WH_003_AMBIENT_057,SKU_00115,BATCH_0000801,2025-08-04,2027-05-31,2025-08-14,20,0,good,369
INV_0000802,WH_003,WH_003_COOL_110,SKU_00042,BATCH_0000802,2025-11-21,2027-04-14,2025-11-25,131,0,good,322
INV_0000803,WH_003,WH_003_COOL_018,SKU_00112,BATCH_0000803,2024-08-16,2026-08-16,2024-08-25,6,2,good,81
INV_0000804,WH_003,WH_003_COLD_002,SKU_00204,BATCH_0000804,2025-11-27,2026-11-22,2025-12-04,13,0,good,179
INV_0000805,WH_002,WH_002_COOL_187,SKU_00133,BATCH_0000805,2025-10-01,2027-08-01,2025-10-14,2,0,good,431
INV_0000806,WH_003,WH_003_COOL_134,SKU_00266,BATCH_0000806,2025-07-31,2027-03-29,2025-08-10,27,2,good,306
INV_0000807,WH_003,WH_003_COOL_187,SKU_00089,BATCH_0000807,2025-10-21,2027-01-19,2025-11-01,10,0,good,237
INV_0000808,WH_002,WH_002_FROZEN_110,SKU_00171,BATCH_0000808,2025-01-12,2026-12-23,2025-01-25,33,4,good,210
INV_0000809,WH_001,WH_001_AMBIENT_175,SKU_00081,BATCH_0000809,2026-04-12,2027-10-15,2026-04-13,17,0,good,506
INV_0000810,WH_001,WH_001_COLD_028,SKU_00068,BATCH_0000810,2025-09-06,2026-09-06,2025-09-13,18,4,good,102
INV_0000811,WH_002,WH_002_AMBIENT_008,SKU_00129,BATCH_0000811,2026-03-23,2027-03-23,2026-03-25,8,0,good,300
INV_0000812,WH_003,WH_003_AMBIENT_189,SKU_00017,BATCH_0000812,2025-07-01,2027-06-06,2025-07-06,4,0,good,375
INV_0000813,WH_001,WH_001_COOL_190,SKU_00293,BATCH_0000813,2025-12-27,2027-12-27,2026-01-01,35,0,good,579
INV_0000814,WH_003,WH_003_COLD_033,SKU_00035,BATCH_0000814,2026-01-15,2026-06-21,2026-01-20,120,0,good,25
INV_0000815,WH_001,WH_001_AMBIENT_063,SKU_00001,BATCH_0000815,2025-09-26,2027-04-28,2025-10-08,6,1,good,336
INV_0000816,WH_003,WH_003_AMBIENT_149,SKU_00268,BATCH_0000816,2025-09-29,2026-09-29,2025-10-11,101,3,good,125
INV_0000817,WH_003,WH_003_COLD_193,SKU_00271,BATCH_0000817,2026-05-01,2026-10-26,2026-05-09,28,0,good,152
INV_0000818,WH_002,WH_002_AMBIENT_053,SKU_00288,BATCH_0000818,2025-02-07,2027-02-27,2025-02-18,1,0,good,276
INV_0000819,WH_002,WH_002_COOL_081,SKU_00227,BATCH_0000819,2025-10-24,2027-10-24,2025-11-02,13,0,good,515
INV_0000820,WH_003,WH_003_COOL_037,SKU_00293,BATCH_0000820,2025-05-04,2027-05-04,2025-05-16,154,0,good,342
INV_0000821,WH_002,WH_002_AMBIENT_122,SKU_00274,BATCH_0000821,2025-11-04,2026-11-04,2025-11-10,12,0,good,161
INV_0000822,WH_001,WH_001_AMBIENT_128,SKU_00008,BATCH_0000822,2026-03-19,2027-03-19,2026-03-26,41,0,good,296
INV_0000823,WH_003,WH_003_AMBIENT_191,SKU_00108,BATCH_0000823,2024-11-17,2027-09-19,2024-11-25,77,24,good,480
INV_0000824,WH_003,WH_003_COLD_093,SKU_00029,BATCH_0000824,2025-12-07,2026-12-07,2025-12-17,18,0,good,194
INV_0000825,WH_003,WH_003_COOL_137,SKU_00273,BATCH_0000825,2025-07-10,2027-02-17,2025-07-13,55,0,good,266
INV_0000826,WH_001,WH_001_COLD_061,SKU_00204,BATCH_0000826,2026-05-22,2027-05-17,2026-05-23,41,0,good,355
INV_0000827,WH_002,WH_002_COOL_050,SKU_00020,BATCH_0000827,2025-03-17,2026-11-25,2025-03-19,90,0,good,182
INV_0000828,WH_001,WH_001_AMBIENT_054,SKU_00168,BATCH_0000828,2026-05-18,2027-05-18,2026-05-29,22,0,good,356
INV_0000829,WH_001,WH_001_AMBIENT_128,SKU_00190,BATCH_0000829,2026-01-14,2027-09-23,2026-01-16,115,0,good,484
INV_0000830,WH_003,WH_003_AMBIENT_195,SKU_00115,BATCH_0000830,2025-05-24,2027-03-20,2025-06-06,35,0,good,297
INV_0000831,WH_002,WH_002_COLD_067,SKU_00146,BATCH_0000831,2026-01-17,2027-01-17,2026-01-21,32,0,good,235
INV_0000832,WH_003,WH_003_COOL_072,SKU_00280,BATCH_0000832,2025-06-04,2027-06-04,2025-06-14,32,8,good,373
INV_0000833,WH_001,WH_001_COLD_103,SKU_00040,BATCH_0000833,2026-05-14,2026-09-28,2026-05-17,5,0,good,124
INV_0000834,WH_001,WH_001_COLD_072,SKU_00260,BATCH_0000834,2026-04-02,2027-04-02,2026-04-07,15,0,good,310
INV_0000835,WH_002,WH_002_AMBIENT_048,SKU_00107,BATCH_0000835,2025-11-26,2026-11-26,2025-11-29,36,0,good,183
INV_0000836,WH_003,WH_003_COLD_108,SKU_00134,BATCH_0000836,2025-08-14,2026-08-14,2025-08-16,19,0,good,79
INV_0000837,WH_003,WH_003_AMBIENT_073,SKU_00116,BATCH_0000837,2025-04-04,2027-11-10,2025-04-14,11,0,good,532
INV_0000838,WH_001,WH_001_COOL_089,SKU_00059,BATCH_0000838,2024-09-01,2026-08-06,2024-09-12,67,0,good,71
INV_0000839,WH_002,WH_002_AMBIENT_132,SKU_00213,BATCH_0000839,2024-10-10,2027-02-22,2024-10-16,36,1,good,271
INV_0000840,WH_003,WH_003_AMBIENT_185,SKU_00286,BATCH_0000840,2025-02-22,2027-01-09,2025-03-02,91,0,good,227
INV_0000841,WH_002,WH_002_COOL_027,SKU_00139,BATCH_0000841,2025-07-03,2027-07-03,2025-07-06,4,0,good,402
INV_0000842,WH_003,WH_003_COOL_177,SKU_00140,BATCH_0000842,2026-03-23,2026-12-29,2026-03-30,5,0,good,216
INV_0000843,WH_001,WH_001_AMBIENT_108,SKU_00281,BATCH_0000843,2026-04-28,2027-04-28,2026-05-06,60,0,good,336
INV_0000844,WH_002,WH_002_AMBIENT_152,SKU_00168,BATCH_0000844,2025-09-04,2026-09-04,2025-09-09,45,0,good,100
INV_0000845,WH_003,WH_003_COLD_125,SKU_00045,BATCH_0000845,2025-12-02,2026-12-02,2025-12-08,21,0,good,189
INV_0000846,WH_001,WH_001_COLD_044,SKU_00196,BATCH_0000846,2026-03-25,2026-10-13,2026-03-31,2,0,good,139
INV_0000847,WH_003,WH_003_COOL_169,SKU_00208,BATCH_0000847,2026-02-18,2028-02-18,2026-02-26,7,0,good,632
INV_0000848,WH_003,WH_003_AMBIENT_077,SKU_00005,BATCH_0000848,2025-10-25,2027-12-06,2025-10-27,7,1,good,558
INV_0000849,WH_001,WH_001_FROZEN_028,SKU_00032,BATCH_0000849,2026-04-01,2026-12-12,2026-04-07,20,0,good,199
INV_0000850,WH_002,WH_002_AMBIENT_045,SKU_00283,BATCH_0000850,2025-10-25,2026-10-25,2025-10-31,14,3,good,151
INV_0000851,WH_002,WH_002_COOL_136,SKU_00142,BATCH_0000851,2026-01-15,2027-05-04,2026-01-19,38,0,good,342
INV_0000852,WH_003,WH_003_AMBIENT_141,SKU_00055,BATCH_0000852,2025-04-05,2026-08-09,2025-04-07,13,0,good,74
INV_0000853,WH_003,WH_003_COOL_097,SKU_00088,BATCH_0000853,2026-01-14,2028-01-14,2026-01-24,74,0,good,597
INV_0000854,WH_002,WH_002_COOL_053,SKU_00187,BATCH_0000854,2025-11-04,2027-04-07,2025-11-11,51,0,good,315
INV_0000855,WH_001,WH_001_COLD_018,SKU_00300,BATCH_0000855,2026-05-09,2027-05-09,2026-05-10,27,0,good,347
INV_0000856,WH_002,WH_002_COLD_045,SKU_00029,BATCH_0000856,2026-03-07,2027-03-07,2026-03-20,35,0,good,284
INV_0000857,WH_001,WH_001_AMBIENT_101,SKU_00172,BATCH_0000857,2026-03-23,2028-05-29,2026-03-30,9,0,good,733
INV_0000858,WH_001,WH_001_COOL_126,SKU_00245,BATCH_0000858,2026-03-03,2027-07-29,2026-03-16,10,0,good,428
INV_0000859,WH_001,WH_001_COOL_135,SKU_00161,BATCH_0000859,2026-05-16,2027-12-29,2026-05-28,258,0,good,581
INV_0000860,WH_002,WH_002_AMBIENT_123,SKU_00221,BATCH_0000860,2025-09-29,2026-09-29,2025-09-30,71,0,good,125
INV_0000861,WH_002,WH_002_AMBIENT_081,SKU_00125,BATCH_0000861,2026-03-28,2027-03-28,2026-04-06,66,0,good,305
INV_0000862,WH_001,WH_001_AMBIENT_021,SKU_00057,BATCH_0000862,2024-05-13,2026-10-26,2024-05-19,77,0,good,152
INV_0000863,WH_003,WH_003_AMBIENT_119,SKU_00062,BATCH_0000863,2026-02-15,2028-02-06,2026-02-21,12,0,good,620
INV_0000864,WH_001,WH_001_COLD_025,SKU_00149,BATCH_0000864,2026-01-29,2026-06-23,2026-01-30,20,0,good,27
INV_0000865,WH_001,WH_001_AMBIENT_042,SKU_00185,BATCH_0000865,2026-02-10,2027-02-10,2026-02-12,18,0,good,259
INV_0000866,WH_001,WH_001_AMBIENT_088,SKU_00286,BATCH_0000866,2025-04-16,2027-03-03,2025-04-22,66,0,good,280
INV_0000867,WH_003,WH_003_AMBIENT_172,SKU_00221,BATCH_0000867,2025-07-13,2026-07-13,2025-07-26,8,2,good,47
INV_0000868,WH_003,WH_003_AMBIENT_063,SKU_00234,BATCH_0000868,2026-02-22,2027-02-22,2026-02-26,16,0,good,271
INV_0000869,WH_003,WH_003_COOL_057,SKU_00181,BATCH_0000869,2025-08-06,2026-08-12,2025-08-13,54,0,good,77
INV_0000870,WH_003,WH_003_AMBIENT_080,SKU_00255,BATCH_0000870,2025-12-26,2027-01-12,2025-12-29,21,1,good,230
INV_0000871,WH_002,WH_002_COLD_198,SKU_00149,BATCH_0000871,2026-02-28,2026-07-23,2026-03-03,8,2,good,57
INV_0000872,WH_001,WH_001_AMBIENT_049,SKU_00100,BATCH_0000872,2024-07-03,2027-02-16,2024-07-05,16,0,good,265
INV_0000873,WH_001,WH_001_COOL_175,SKU_00015,BATCH_0000873,2025-12-03,2027-08-23,2025-12-05,43,0,good,453
INV_0000874,WH_001,WH_001_COLD_075,SKU_00251,BATCH_0000874,2025-12-05,2026-12-05,2025-12-10,121,0,good,192
INV_0000875,WH_003,WH_003_AMBIENT_181,SKU_00282,BATCH_0000875,2024-11-18,2027-04-02,2024-11-30,16,0,good,310
INV_0000876,WH_003,WH_003_AMBIENT_184,SKU_00105,BATCH_0000876,2025-10-29,2026-10-29,2025-11-10,4,0,good,155
INV_0000877,WH_001,WH_001_AMBIENT_002,SKU_00129,BATCH_0000877,2026-04-23,2027-04-23,2026-04-27,20,0,good,331
INV_0000878,WH_002,WH_002_COLD_089,SKU_00096,BATCH_0000878,2025-08-17,2026-08-17,2025-08-21,4,0,good,82
