sku_id,warehouse_id,total_qty,reserved_qty,batches,near_expiry_qty,expired_qty,min_days_to_expiry
SKU_00226,WH_003,781,5,14,0,0,
SKU_00222,WH_003,846,92,8,0,0,
SKU_00213,WH_001,436,3,13,0,0,
SKU_00238,WH_002,219,2,10,0,0,
SKU_00213,WH_002,301,7,9,0,0,
SKU_00259,WH_002,487,40,14,0,0,
SKU_00234,WH_002,249,11,12,0,0,
SKU_00217,WH_002,368,18,8,0,0,
SKU_00200,WH_001,301,16,10,0,0,
SKU_00217,WH_003,485,26,12,0,0,
SKU_00246,WH_001,231,4,8,0,0,
SKU_00213,WH_003,173,26,6,0,0,
SKU_00238,WH_003,119,0,9,0,0,
SKU_00259,WH_003,324,11,9,0,0,
SKU_00225,WH_001,443,7,14,0,0,
SKU_00234,WH_003,572,106,12,0,0,
SKU_00229,WH_001,540,47,8,0,0,
SKU_00204,WH_001,703,77,13,0,0,
SKU_00229,WH_002,250,16,9,0,0,
SKU_00246,WH_002,372,38,13,0,0,
SKU_00204,WH_002,953,63,10,0,0,
SKU_00225,WH_002,306,34,9,0,0,
SKU_00200,WH_002,345,4,11,0,0,
SKU_00216,WH_001,258,1,7,0,0,
SKU_00212,WH_001,217,7,8,0,0,
SKU_00204,WH_003,642,19,8,0,0,
SKU_00225,WH_003,565,38,13,0,0,
SKU_00200,WH_003,211,5,5,0,0,
SKU_00246,WH_003,693,60,14,0,0,
SKU_00229,WH_003,420,3,9,0,0,
SKU_00237,WH_001,199,14,10,0,0,
SKU_00212,WH_002,352,0,4,0,0,
SKU_00237,WH_002,144,8,10,0,0,
SKU_00216,WH_002,178,5,8,0,0,
SKU_00216,WH_003,227,36,11,0,0,
SKU_00212,WH_003,551,120,10,0,0,
SKU_00203,WH_001,436,5,13,0,0,
SKU_00249,WH_001,132,0,4,0,0,
SKU_00207,WH_001,198,5,9,0,0,
SKU_00237,WH_003,333,43,9,0,0,
SKU_00228,WH_001,211,6,9,0,0,
SKU_00228,WH_002,70,2,9,0,0,
SKU_00207,WH_002,527,9,13,0,0,
SKU_00203,WH_002,320,12,10,0,0,
SKU_00249,WH_002,335,2,11,0,0,
SKU_00215,WH_001,361,12,8,0,0,
SKU_00249,WH_003,221,0,3,0,0,
SKU_00203,WH_003,142,30,3,0,0,
SKU_00207,WH_003,695,66,15,0,0,
SKU_00219,WH_001,174,8,5,0,0,
SKU_00228,WH_003,722,52,15,0,0,
SKU_00219,WH_002,987,12,10,0,0,
SKU_00080,WH_001,195,4,10,0,0,
SKU_00215,WH_002,209,7,9,0,0,
SKU_00219,WH_003,201,4,6,0,0,
SKU_00080,WH_002,228,15,10,0,0,
SKU_00206,WH_001,322,30,11,0,0,
SKU_00227,WH_001,835,2,9,0,0,
SKU_00215,WH_003,245,20,11,0,0,
SKU_00080,WH_003,316,14,7,0,0,
SKU_00227,WH_002,357,20,12,0,0,
SKU_00092,WH_001,296,3,11,0,0,
SKU_00206,WH_002,263,1,5,0,0,
SKU_00092,WH_002,104,1,5,0,0,
SKU_00218,WH_001,231,2,9,0,0,
SKU_00227,WH_003,544,10,14,0,0,
SKU_00206,WH_003,230,0,6,0,0,
SKU_00092,WH_003,165,2,6,0,0,
SKU_00218,WH_002,517,5,13,0,0,
SKU_00209,WH_001,80,3,8,0,0,
SKU_00218,WH_003,418,3,8,0,0,
SKU_00205,WH_001,360,16,9,0,0,
SKU_00070,WH_001,260,0,8,0,0,
SKU_00091,WH_001,87,0,8,0,0,
SKU_00205,WH_002,239,14,9,0,0,
SKU_00095,WH_001,531,3,8,0,0,
SKU_00209,WH_002,124,7,7,0,0,
SKU_00070,WH_002,223,5,6,0,0,
SKU_00095,WH_002,656,46,10,0,0,
SKU_00205,WH_003,324,28,13,0,0,
SKU_00091,WH_002,234,18,5,0,0,
SKU_00209,WH_003,427,10,12,0,0,
SKU_00091,WH_003,938,0,8,0,0,
SKU_00061,WH_001,294,7,5,0,0,
SKU_00082,WH_001,691,12,13,0,0,
SKU_00070,WH_003,455,4,9,0,0,
SKU_00095,WH_003,387,4,11,0,0,
SKU_00061,WH_002,200,40,8,0,0,
SKU_00082,WH_002,253,31,10,0,0,
SKU_00208,WH_001,195,2,10,0,0,
SKU_00090,WH_001,600,0,11,41,0,
SKU_00208,WH_002,284,3,11,0,0,
SKU_00073,WH_001,147,2,7,0,0,
SKU_00082,WH_003,339,16,13,0,0,
SKU_00094,WH_001,355,21,8,0,0,
SKU_00061,WH_003,66,0,6,0,0,
SKU_00090,WH_002,386,2,9,1,0,
SKU_00208,WH_003,277,4,8,0,0,
SKU_00073,WH_002,362,1,10,0,0,
SKU_00094,WH_002,392,7,14,0,0,
SKU_00073,WH_003,229,0,6,0,0,
SKU_00085,WH_001,219,21,5,0,0,
SKU_00060,WH_001,13,1,2,0,0,
SKU_00090,WH_003,253,22,11,11,0,
SKU_00081,WH_001,398,12,9,0,0,
SKU_00094,WH_003,317,11,10,0,0,
SKU_00085,WH_002,230,3,7,0,0,
SKU_00081,WH_002,204,15,9,0,0,
SKU_00060,WH_002,91,4,6,0,0,
SKU_00060,WH_003,198,0,8,0,0,
SKU_00072,WH_001,954,68,13,0,0,
SKU_00085,WH_003,103,3,5,0,0,
SKU_00081,WH_003,720,15,10,0,0,
SKU_00076,WH_001,648,80,12,0,0,
SKU_00093,WH_001,394,53,7,0,0,
SKU_00051,WH_001,179,0,8,0,0,
SKU_00097,WH_001,129,17,6,0,0,
SKU_00097,WH_002,193,0,5,0,0,
SKU_00051,WH_002,142,0,5,0,0,
SKU_00076,WH_002,1344,104,13,0,0,
SKU_00072,WH_002,352,72,8,0,0,
SKU_00093,WH_002,609,14,11,0,0,
SKU_00063,WH_001,89,3,7,0,0,
SKU_00097,WH_003,230,3,9,0,0,
SKU_00084,WH_001,457,4,8,0,0,
SKU_00088,WH_001,74,2,5,0,0,
SKU_00072,WH_003,2099,583,8,0,0,
SKU_00076,WH_003,130,0,4,0,0,
SKU_00051,WH_003,302,41,10,0,0,
SKU_00093,WH_003,306,4,10,0,0,
SKU_00063,WH_002,899,0,6,0,0,
SKU_00088,WH_002,171,3,8,0,0,
SKU_00084,WH_002,534,12,15,0,0,
SKU_00071,WH_001,514,14,5,0,0,
SKU_00054,WH_001,160,8,7,0,0,
SKU_00063,WH_003,166,17,5,0,0,
SKU_00050,WH_001,180,5,7,0,0,
SKU_00084,WH_003,241,17,10,0,0,
SKU_00075,WH_001,392,16,14,0,0,
SKU_00088,WH_003,514,0,8,0,0,
SKU_00096,WH_001,392,10,15,0,0,
SKU_00096,WH_002,323,23,10,0,0,
SKU_00075,WH_002,168,3,7,0,0,
SKU_00050,WH_002,99,0,5,0,0,
SKU_00071,WH_002,596,3,11,0,0,
SKU_00054,WH_002,366,0,9,0,0,
SKU_00083,WH_001,507,34,12,0,0,
SKU_00041,WH_001,164,1,6,0,0,
SKU_00050,WH_003,502,2,10,0,0,
SKU_00054,WH_003,391,11,10,0,0,
SKU_00020,WH_001,259,11,7,0,0,
SKU_00062,WH_001,457,29,11,0,0,
SKU_00066,WH_001,169,5,9,0,0,
SKU_00071,WH_003,308,0,8,0,0,
SKU_00087,WH_001,554,85,16,0,0,
SKU_00075,WH_003,221,8,8,0,0,
SKU_00096,WH_003,221,7,9,0,0,
SKU_00041,WH_002,426,3,9,0,0,
SKU_00083,WH_002,394,12,13,0,0,
SKU_00066,WH_002,210,33,5,0,0,
SKU_00020,WH_002,205,9,5,0,0,
SKU_00087,WH_002,597,8,9,0,0,
SKU_00062,WH_002,232,8,10,0,0,
SKU_00099,WH_001,269,5,7,0,0,
SKU_00083,WH_003,896,15,9,0,0,
SKU_00066,WH_003,252,34,6,0,0,
SKU_00053,WH_001,433,13,6,0,0,
SKU_00074,WH_001,192,5,8,0,0,
SKU_00087,WH_003,323,41,12,0,0,
SKU_00078,WH_001,336,4,6,0,0,
SKU_00062,WH_003,654,9,11,0,0,
SKU_00020,WH_003,254,0,8,0,0,
SKU_00041,WH_003,261,31,10,0,0,
SKU_00032,WH_001,734,15,8,27,0,
SKU_00078,WH_002,622,0,9,0,0,
SKU_00032,WH_002,474,28,13,0,0,
SKU_00074,WH_002,114,2,11,0,0,
SKU_00053,WH_002,90,2,5,0,0,
SKU_00099,WH_002,252,16,10,0,0,
SKU_00044,WH_001,214,3,4,0,0,
SKU_00032,WH_003,126,2,6,0,0,
SKU_00086,WH_001,384,49,3,0,0,
SKU_00074,WH_003,324,29,6,0,0,
SKU_00099,WH_003,268,6,8,0,0,
SKU_00053,WH_003,355,88,7,0,0,
SKU_00078,WH_003,472,49,7,0,0,
SKU_00040,WH_001,192,46,6,0,0,
SKU_00065,WH_001,307,2,10,25,0,
SKU_00069,WH_001,1688,80,20,0,0,
SKU_00040,WH_002,291,6,8,0,0,
SKU_00069,WH_002,91,0,7,0,0,
SKU_00086,WH_002,102,4,6,0,0,
SKU_00044,WH_002,137,9,13,0,0,
SKU_00065,WH_002,139,3,5,0,0,
SKU_00040,WH_003,196,2,3,0,0,
SKU_00065,WH_003,177,0,2,0,0,
SKU_00031,WH_001,86,8,8,0,0,
SKU_00010,WH_001,511,13,13,0,0,
SKU_00098,WH_001,445,37,9,0,0,
SKU_00035,WH_001,240,5,7,0,0,
SKU_00086,WH_003,737,19,12,0,0,
SKU_00052,WH_001,1093,9,11,0,0,
SKU_00044,WH_003,22,4,3,0,0,
SKU_00069,WH_003,389,32,8,0,0,
SKU_00077,WH_001,367,4,12,0,0,
SKU_00056,WH_001,485,6,7,0,0,
SKU_00098,WH_002,793,6,13,0,0,
SKU_00052,WH_002,224,0,11,0,0,
SKU_00010,WH_002,435,53,8,0,0,
SKU_00056,WH_002,355,1,13,0,0,
SKU_00031,WH_002,441,8,13,0,0,
SKU_00035,WH_002,359,0,8,0,0,
SKU_00077,WH_002,558,30,14,0,0,
SKU_00010,WH_003,217,0,7,0,0,
SKU_00089,WH_001,351,7,9,0,0,
SKU_00077,WH_003,515,18,9,0,0,
SKU_00031,WH_003,413,5,11,0,0,
SKU_00056,WH_003,488,13,11,0,0,
SKU_00035,WH_003,231,13,6,24,0,
SKU_00098,WH_003,204,8,10,0,0,
SKU_00068,WH_001,527,28,13,0,0,
SKU_00001,WH_001,576,23,14,0,0,
SKU_00022,WH_001,65,2,4,0,0,
SKU_00047,WH_001,276,37,7,0,0,
SKU_00064,WH_001,555,7,16,0,0,
SKU_00052,WH_003,220,12,11,0,0,
SKU_00043,WH_001,477,43,7,0,0,
SKU_00043,WH_002,439,10,10,0,0,
SKU_00064,WH_002,420,0,5,0,0,
SKU_00022,WH_002,603,16,9,0,0,
SKU_00068,WH_002,326,3,12,0,0,
SKU_00300,WH_001,529,18,20,0,0,
SKU_00047,WH_002,256,2,10,0,0,
SKU_00089,WH_002,393,11,9,0,0,
SKU_00001,WH_002,229,0,8,0,0,
SKU_00034,WH_001,563,0,2,0,0,
SKU_00064,WH_003,71,6,7,0,0,
SKU_00300,WH_002,443,17,10,0,0,
SKU_00001,WH_003,218,0,6,0,0,
SKU_00030,WH_001,205,12,5,0,0,
SKU_00013,WH_001,294,0,10,0,0,
SKU_00059,WH_001,245,2,6,0,0,
SKU_00055,WH_001,196,0,8,0,0,
SKU_00022,WH_003,589,42,14,0,0,
SKU_00089,WH_003,580,16,13,0,0,
SKU_00068,WH_003,163,1,10,0,0,
SKU_00047,WH_003,425,35,9,0,0,
SKU_00043,WH_003,204,16,7,0,0,
SKU_00030,WH_002,415,23,11,0,0,
SKU_00034,WH_002,190,6,6,0,0,
SKU_00013,WH_002,206,6,10,0,0,
SKU_00059,WH_002,293,1,11,0,0,
SKU_00055,WH_002,544,36,18,0,0,
SKU_00300,WH_003,376,7,9,0,0,
SKU_00059,WH_003,111,0,8,0,0,
SKU_00067,WH_001,507,3,9,0,0,
SKU_00025,WH_001,257,0,9,0,0,
SKU_00046,WH_001,447,69,9,0,0,
SKU_00021,WH_001,383,3,10,0,0,
SKU_00042,WH_001,63,0,5,0,0,
SKU_00055,WH_003,117,3,8,0,0,
SKU_00013,WH_003,116,1,11,0,0,
SKU_00034,WH_003,334,45,10,0,0,
SKU_00030,WH_003,245,7,8,0,0,
SKU_00042,WH_002,450,15,4,0,0,
SKU_00046,WH_002,271,1,7,0,0,
SKU_00067,WH_002,197,0,7,0,0,
SKU_00025,WH_002,409,34,10,0,0,
SKU_00021,WH_002,472,42,13,0,0,
SKU_00037,WH_001,236,4,6,0,0,
SKU_00033,WH_001,184,5,4,0,0,
SKU_00025,WH_003,150,1,10,0,0,
SKU_00012,WH_001,75,0,4,0,0,
SKU_00067,WH_003,676,17,11,0,0,
SKU_00079,WH_001,428,0,5,0,0,
SKU_00016,WH_001,364,65,8,0,0,
SKU_00021,WH_003,410,38,12,0,0,
SKU_00042,WH_003,347,8,10,0,0,
SKU_00046,WH_003,542,6,6,0,0,
SKU_00058,WH_001,330,11,9,0,0,
SKU_00033,WH_002,683,3,9,0,0,
SKU_00079,WH_002,166,0,7,0,0,
SKU_00058,WH_002,191,0,8,0,0,
SKU_00016,WH_002,1205,107,5,0,0,
SKU_00037,WH_002,532,57,12,0,0,
SKU_00012,WH_002,494,21,12,0,0,
SKU_00024,WH_001,30,0,4,0,0,
SKU_00033,WH_003,544,0,13,0,0,
SKU_00058,WH_003,41,2,5,0,0,
SKU_00079,WH_003,503,38,9,0,0,
SKU_00012,WH_003,652,1,15,0,0,
SKU_00016,WH_003,654,40,11,0,0,
SKU_00049,WH_001,195,29,9,0,0,
SKU_00028,WH_001,357,14,14,0,0,
SKU_00037,WH_003,396,16,10,0,0,
SKU_00045,WH_001,158,0,7,0,0,
SKU_00003,WH_001,644,9,11,0,0,
