order_line_id,order_id,sku_id,quantity_ordered,special_handling_required,substitution_allowed
OL_000005306,ORD_0001241,SKU_00026,4,False,False
OL_000005307,ORD_0001241,SKU_00280,2,False,False
OL_000005308,ORD_0001241,SKU_00277,5,False,False
OL_000005309,ORD_0001242,SKU_00024,13,False,False
OL_000005310,ORD_0001242,SKU_00163,111,False,True
OL_000005311,ORD_0001242,SKU_00138,11,False,False
OL_000005312,ORD_0001243,SKU_00075,1,False,False
OL_000005313,ORD_0001244,SKU_00270,13,False,False
OL_000005314,ORD_0001244,SKU_00245,4,False,True
OL_000005315,ORD_0001244,SKU_00132,7,False,True
OL_000005316,ORD_0001244,SKU_00053,1,True,False
OL_000005317,ORD_0001244,SKU_00218,5,True,False
OL_000005318,ORD_0001245,SKU_00192,2,True,True
OL_000005319,ORD_0001245,SKU_00203,5,False,False
OL_000005320,ORD_0001245,SKU_00182,6,True,True
OL_000005321,ORD_0001245,SKU_00295,2,False,True
OL_000005322,ORD_0001245,SKU_00152,23,True,False
OL_000005323,ORD_0001246,SKU_00018,5,True,False
OL_000005324,ORD_0001246,SKU_00181,2,True,True
OL_000005325,ORD_0001247,SKU_00275,11,False,False
OL_000005326,ORD_0001247,SKU_00050,17,False,False
OL_000005327,ORD_0001247,SKU_00043,5,False,False
OL_000005328,ORD_0001247,SKU_00013,2,False,False
OL_000005329,ORD_0001248,SKU_00283,2,False,True
OL_000005330,ORD_0001248,SKU_00190,3,False,False
OL_000005331,ORD_0001248,SKU_00278,3,False,True
OL_000005332,ORD_0001248,SKU_00001,6,False,False
OL_000005333,ORD_0001249,SKU_00258,40,False,False
OL_000005334,ORD_0001250,SKU_00048,7,False,False
OL_000005335,ORD_0001250,SKU_00089,2,False,True
OL_000005336,ORD_0001250,SKU_00053,23,True,False
OL_000005337,ORD_0001250,SKU_00096,35,True,False
OL_000005338,ORD_0001251,SKU_00276,3,False,False
OL_000005339,ORD_0001251,SKU_00040,3,True,False
OL_000005340,ORD_0001251,SKU_00216,5,True,False
OL_000005341,ORD_0001251,SKU_00188,4,False,True
OL_000005342,ORD_0001252,SKU_00237,20,True,False
OL_000005343,ORD_0001252,SKU_00197,5,True,False
OL_000005344,ORD_0001252,SKU_00019,4,False,False
OL_000005345,ORD_0001253,SKU_00110,4,True,False
OL_000005346,ORD_0001254,SKU_00245,4,False,True
OL_000005347,ORD_0001254,SKU_00033,6,False,False
OL_000005348,ORD_0001255,SKU_00060,1,False,False
OL_000005349,ORD_0001255,SKU_00219,12,False,False
OL_000005350,ORD_0001255,SKU_00077,2,False,False
OL_000005351,ORD_0001255,SKU_00075,2,False,False
OL_000005352,ORD_0001255,SKU_00205,1,False,False
OL_000005353,ORD_0001255,SKU_00118,1,False,False
OL_000005354,ORD_0001255,SKU_00006,5,False,False
OL_000005355,ORD_0001255,SKU_00237,5,True,False
OL_000005356,ORD_0001255,SKU_00298,2,False,False
OL_000005357,ORD_0001255,SKU_00021,2,False,True
OL_000005358,ORD_0001255,SKU_00146,2,True,False
OL_000005359,ORD_0001255,SKU_00119,3,False,False
OL_000005360,ORD_0001255,SKU_00214,2,False,False
OL_000005361,ORD_0001255,SKU_00282,30,True,False
OL_000005362,ORD_0001255,SKU_00045,8,True,False
OL_000005363,ORD_0001256,SKU_00281,3,False,False
OL_000005364,ORD_0001256,SKU_00168,1,True,False
OL_000005365,ORD_0001256,SKU_00068,20,True,False
OL_000005366,ORD_0001256,SKU_00026,7,False,False
OL_000005367,ORD_0001256,SKU_00131,4,False,True
OL_000005368,ORD_0001256,SKU_00205,2,False,False
OL_000005369,ORD_0001256,SKU_00159,15,False,False
OL_000005370,ORD_0001256,SKU_00186,10,False,False
OL_000005371,ORD_0001256,SKU_00176,10,False,False
OL_000005372,ORD_0001256,SKU_00019,2,False,True
OL_000005373,ORD_0001256,SKU_00167,1,False,False
OL_000005374,ORD_0001256,SKU_00046,4,False,True
OL_000005375,ORD_0001256,SKU_00093,15,True,False
OL_000005376,ORD_0001256,SKU_00089,1,False,False
OL_000005377,ORD_0001256,SKU_00232,15,False,True
OL_000005378,ORD_0001257,SKU_00017,20,False,True
OL_000005379,ORD_0001257,SKU_00040,4,True,False
OL_000005380,ORD_0001257,SKU_00258,3,False,True
OL_000005381,ORD_0001257,SKU_00235,5,False,False
OL_000005382,ORD_0001257,SKU_00039,2,True,True
OL_000005383,ORD_0001258,SKU_00223,4,False,False
OL_000005384,ORD_0001258,SKU_00029,15,True,True
OL_000005385,ORD_0001258,SKU_00153,60,False,False
OL_000005386,ORD_0001258,SKU_00158,12,False,False
OL_000005387,ORD_0001258,SKU_00225,51,False,False
OL_000005388,ORD_0001259,SKU_00166,4,False,True
OL_000005389,ORD_0001259,SKU_00159,2,False,False
OL_000005390,ORD_0001259,SKU_00028,1,False,True
OL_000005391,ORD_0001259,SKU_00270,7,False,True
OL_000005392,ORD_0001260,SKU_00158,10,False,True
OL_000005393,ORD_0001260,SKU_00059,4,False,True
OL_000005394,ORD_0001260,SKU_00271,7,True,False
OL_000005395,ORD_0001261,SKU_00122,3,False,False
OL_000005396,ORD_0001261,SKU_00142,8,False,False
OL_000005397,ORD_0001261,SKU_00269,4,False,True
OL_000005398,ORD_0001262,SKU_00115,3,False,False
OL_000005399,ORD_0001262,SKU_00255,24,False,False
OL_000005400,ORD_0001262,SKU_00096,12,True,True
OL_000005401,ORD_0001263,SKU_00261,8,False,False
OL_000005402,ORD_0001263,SKU_00181,8,True,True
OL_000005403,ORD_0001263,SKU_00208,43,False,False
OL_000005404,ORD_0001263,SKU_00054,1,True,False
OL_000005405,ORD_0001263,SKU_00217,9,False,False
OL_000005406,ORD_0001264,SKU_00158,3,False,True
OL_000005407,ORD_0001264,SKU_00221,2,False,True
OL_000005408,ORD_0001264,SKU_00203,12,False,False
OL_000005409,ORD_0001265,SKU_00106,6,True,False
OL_000005410,ORD_0001265,SKU_00216,2,True,True
OL_000005411,ORD_0001265,SKU_00172,6,True,True
OL_000005412,ORD_0001265,SKU_00255,1,False,False
OL_000005413,ORD_0001265,SKU_00267,2,True,False
OL_000005414,ORD_0001266,SKU_00001,1,False,False
OL_000005415,ORD_0001266,SKU_00165,2,False,False
OL_000005416,ORD_0001266,SKU_00248,6,False,False
OL_000005417,ORD_0001267,SKU_00060,3,False,False
OL_000005418,ORD_0001267,SKU_00032,2,True,False
OL_000005419,ORD_0001267,SKU_00010,12,False,False
OL_000005420,ORD_0001267,SKU_00191,5,False,False
OL_000005421,ORD_0001268,SKU_00127,3,True,False
OL_000005422,ORD_0001268,SKU_00274,8,False,False
OL_000005423,ORD_0001268,SKU_00205,2,False,False
OL_000005424,ORD_0001268,SKU_00240,6,False,False
OL_000005425,ORD_0001269,SKU_00186,2,False,True
OL_000005426,ORD_0001269,SKU_00078,5,False,True
OL_000005427,ORD_0001269,SKU_00192,2,True,True
OL_000005428,ORD_0001269,SKU_00259,1,False,False
OL_000005429,ORD_0001270,SKU_00258,3,False,False
OL_000005430,ORD_0001270,SKU_00141,3,False,False
OL_000005431,ORD_0001270,SKU_00165,2,False,False
OL_000005432,ORD_0001270,SKU_00068,6,True,False
OL_000005433,ORD_0001270,SKU_00087,1,False,False
OL_000005434,ORD_0001270,SKU_00014,1,True,False
OL_000005435,ORD_0001271,SKU_00081,12,False,False
OL_000005436,ORD_0001271,SKU_00258,8,False,False
OL_000005437,ORD_0001271,SKU_00274,3,False,False
OL_000005438,ORD_0001271,SKU_00260,4,True,False
OL_000005439,ORD_0001271,SKU_00012,5,False,True
OL_000005440,ORD_0001271,SKU_00050,3,False,False
OL_000005441,ORD_0001272,SKU_00154,1,True,False
OL_000005442,ORD_0001272,SKU_00050,2,False,False
OL_000005443,ORD_0001272,SKU_00059,2,False,False
OL_000005444,ORD_0001272,SKU_00198,3,False,False
OL_000005445,ORD_0001273,SKU_00148,3,False,False
OL_000005446,ORD_0001273,SKU_00109,13,False,False
OL_000005447,ORD_0001273,SKU_00244,11,False,True
OL_000005448,ORD_0001273,SKU_00027,9,False,False
OL_000005449,ORD_0001274,SKU_00045,15,True,True
OL_000005450,ORD_0001274,SKU_00236,3,False,False
OL_000005451,ORD_0001274,SKU_00235,5,False,False
OL_000005452,ORD_0001275,SKU_00041,9,False,False
OL_000005453,ORD_0001275,SKU_00139,14,False,True
OL_000005454,ORD_0001275,SKU_00010,4,False,False
OL_000005455,ORD_0001276,SKU_00002,6,False,False
OL_000005456,ORD_0001276,SKU_00296,5,True,True
OL_000005457,ORD_0001276,SKU_00023,3,False,False
OL_000005458,ORD_0001277,SKU_00030,6,False,False
OL_000005459,ORD_0001277,SKU_00214,1,False,True
OL_000005460,ORD_0001277,SKU_00070,2,False,False
OL_000005461,ORD_0001278,SKU_00044,27,False,False
OL_000005462,ORD_0001278,SKU_00189,1,True,False
OL_000005463,ORD_0001278,SKU_00299,5,False,False
OL_000005464,ORD_0001278,SKU_00286,13,False,False
OL_000005465,ORD_0001278,SKU_00264,2,True,True
OL_000005466,ORD_0001279,SKU_00007,3,True,False
OL_000005467,ORD_0001279,SKU_00208,3,False,False
OL_000005468,ORD_0001279,SKU_00061,7,False,False
OL_000005469,ORD_0001280,SKU_00028,9,False,True
OL_000005470,ORD_0001280,SKU_00230,2,False,False
OL_000005471,ORD_0001280,SKU_00220,2,False,False
OL_000005472,ORD_0001280,SKU_00093,3,True,False
OL_000005473,ORD_0001280,SKU_00109,14,False,False
OL_000005474,ORD_0001280,SKU_00298,21,False,False
OL_000005475,ORD_0001280,SKU_00047,1,True,False
OL_000005476,ORD_0001280,SKU_00282,3,True,False
OL_000005477,ORD_0001280,SKU_00256,17,True,False
OL_000005478,ORD_0001280,SKU_00143,2,False,False
OL_000005479,ORD_0001281,SKU_00043,1,False,False
OL_000005480,ORD_0001281,SKU_00148,11,False,False
OL_000005481,ORD_0001281,SKU_00182,12,True,False
OL_000005482,ORD_0001281,SKU_00210,8,False,False
OL_000005483,ORD_0001282,SKU_00050,6,False,False
OL_000005484,ORD_0001283,SKU_00151,4,False,True
OL_000005485,ORD_0001283,SKU_00005,3,False,False
OL_000005486,ORD_0001283,SKU_00153,2,False,False
OL_000005487,ORD_0001283,SKU_00040,1,True,False
OL_000005488,ORD_0001283,SKU_00282,1,True,True
OL_000005489,ORD_0001284,SKU_00143,6,False,False
OL_000005490,ORD_0001284,SKU_00158,17,False,False
OL_000005491,ORD_0001284,SKU_00084,57,False,True
OL_000005492,ORD_0001284,SKU_00204,12,True,False
OL_000005493,ORD_0001284,SKU_00269,6,False,True
OL_000005494,ORD_0001285,SKU_00190,5,False,False
OL_000005495,ORD_0001285,SKU_00154,2,True,False
OL_000005496,ORD_0001285,SKU_00261,8,False,False
OL_000005497,ORD_0001285,SKU_00142,18,False,False
OL_000005498,ORD_0001285,SKU_00047,4,True,False
OL_000005499,ORD_0001285,SKU_00183,1,True,False
OL_000005500,ORD_0001285,SKU_00178,1,False,True
OL_000005501,ORD_0001285,SKU_00256,2,True,False
OL_000005502,ORD_0001285,SKU_00091,2,False,True
OL_000005503,ORD_0001285,SKU_00006,1,False,True
OL_000005504,ORD_0001286,SKU_00118,82,False,False
OL_000005505,ORD_0001286,SKU_00297,9,False,True
OL_000005506,ORD_0001286,SKU_00153,11,False,False
OL_000005507,ORD_0001287,SKU_00136,10,True,True
OL_000005508,ORD_0001287,SKU_00294,6,False,True
OL_000005509,ORD_0001287,SKU_00163,4,False,False
OL_000005510,ORD_0001288,SKU_00216,2,True,False
OL_000005511,ORD_0001288,SKU_00140,5,False,True
OL_000005512,ORD_0001288,SKU_00081,3,False,False
OL_000005513,ORD_0001288,SKU_00132,20,False,False
OL_000005514,ORD_0001288,SKU_00206,6,False,False
OL_000005515,ORD_0001289,SKU_00206,20,False,False
OL_000005516,ORD_0001289,SKU_00116,18,False,False
OL_000005517,ORD_0001289,SKU_00062,6,False,True
OL_000005518,ORD_0001289,SKU_00098,3,False,True
OL_000005519,ORD_0001290,SKU_00097,4,False,True
OL_000005520,ORD_0001290,SKU_00081,3,False,True
OL_000005521,ORD_0001290,SKU_00014,4,True,False
OL_000005522,ORD_0001290,SKU_00024,5,False,False
OL_000005523,ORD_0001290,SKU_00276,2,False,False
OL_000005524,ORD_0001290,SKU_00274,5,False,True
OL_000005525,ORD_0001291,SKU_00209,3,True,True
OL_000005526,ORD_0001291,SKU_00198,5,False,False
OL_000005527,ORD_0001291,SKU_00236,1,False,False
OL_000005528,ORD_0001291,SKU_00284,4,True,False
OL_000005529,ORD_0001291,SKU_00038,1,True,False
OL_000005530,ORD_0001291,SKU_00140,8,False,False
OL_000005531,ORD_0001291,SKU_00214,7,False,True
OL_000005532,ORD_0001291,SKU_00153,2,False,True
OL_000005533,ORD_0001291,SKU_00060,1,False,False
OL_000005534,ORD_0001291,SKU_00138,12,False,False
OL_000005535,ORD_0001291,SKU_00129,3,False,True
OL_000005536,ORD_0001291,SKU_00124,2,False,False
OL_000005537,ORD_0001291,SKU_00058,4,True,False
OL_000005538,ORD_0001291,SKU_00215,4,False,False
OL_000005539,ORD_0001291,SKU_00298,5,False,False
OL_000005540,ORD_0001292,SKU_00063,4,False,False
OL_000005541,ORD_0001292,SKU_00044,2,False,True
OL_000005542,ORD_0001292,SKU_00212,16,False,False
OL_000005543,ORD_0001293,SKU_00100,4,False,False
OL_000005544,ORD_0001293,SKU_00081,8,False,False
OL_000005545,ORD_0001293,SKU_00027,3,False,True
OL_000005546,ORD_0001294,SKU_00054,1,True,False
OL_000005547,ORD_0001294,SKU_00284,3,True,False
OL_000005548,ORD_0001294,SKU_00122,4,False,True
OL_000005549,ORD_0001295,SKU_00108,15,False,False
OL_000005550,ORD_0001295,SKU_00068,8,True,False
OL_000005551,ORD_0001295,SKU_00030,12,False,False
OL_000005552,ORD_0001295,SKU_00044,5,False,False
OL_000005553,ORD_0001295,SKU_00221,13,False,True
OL_000005554,ORD_0001295,SKU_00271,2,True,False
OL_000005555,ORD_0001295,SKU_00255,1,False,True
OL_000005556,ORD_0001295,SKU_00252,6,True,False
OL_000005557,ORD_0001295,SKU_00095,18,False,True
OL_000005558,ORD_0001295,SKU_00283,2,False,True
OL_000005559,ORD_0001296,SKU_00004,5,False,False
OL_000005560,ORD_0001296,SKU_00041,4,False,False
OL_000005561,ORD_0001296,SKU_00286,1,False,False
OL_000005562,ORD_0001296,SKU_00013,1,False,False
OL_000005563,ORD_0001297,SKU_00148,8,False,False
OL_000005564,ORD_0001297,SKU_00094,1,False,True
OL_000005565,ORD_0001297,SKU_00296,4,True,False
OL_000005566,ORD_0001297,SKU_00103,13,False,False
OL_000005567,ORD_0001297,SKU_00222,5,False,False
OL_000005568,ORD_0001297,SKU_00194,19,False,False
OL_000005569,ORD_0001297,SKU_00212,6,False,False
OL_000005570,ORD_0001297,SKU_00017,2,False,True
OL_000005571,ORD_0001297,SKU_00001,8,False,True
OL_000005572,ORD_0001297,SKU_00058,2,True,False
OL_000005573,ORD_0001297,SKU_00244,1,False,False
OL_000005574,ORD_0001297,SKU_00216,5,True,False
OL_000005575,ORD_0001297,SKU_00300,11,True,False
OL_000005576,ORD_0001297,SKU_00242,45,False,False
OL_000005577,ORD_0001297,SKU_00125,2,False,False
OL_000005578,ORD_0001298,SKU_00068,6,True,False
OL_000005579,ORD_0001298,SKU_00029,2,True,False
OL_000005580,ORD_0001298,SKU_00119,5,False,True
OL_000005581,ORD_0001299,SKU_00185,4,False,False
OL_000005582,ORD_0001299,SKU_00125,13,False,False
OL_000005583,ORD_0001299,SKU_00265,34,False,False
OL_000005584,ORD_0001299,SKU_00091,10,False,False
OL_000005585,ORD_0001299,SKU_00032,32,True,False
OL_000005586,ORD_0001299,SKU_00174,35,False,False
OL_000005587,ORD_0001299,SKU_00086,14,False,True
OL_000005588,ORD_0001299,SKU_00164,45,True,False
OL_000005589,ORD_0001299,SKU_00089,13,False,False
OL_000005590,ORD_0001299,SKU_00225,7,False,True
OL_000005591,ORD_0001299,SKU_00030,17,False,False
OL_000005592,ORD_0001299,SKU_00043,7,False,False
OL_000005593,ORD_0001299,SKU_00219,9,False,False
OL_000005594,ORD_0001299,SKU_00016,32,False,False
OL_000005595,ORD_0001299,SKU_00038,8,True,False
OL_000005596,ORD_0001300,SKU_00051,14,False,True
OL_000005597,ORD_0001300,SKU_00057,15,False,False
OL_000005598,ORD_0001300,SKU_00286,3,False,False
OL_000005599,ORD_0001300,SKU_00074,5,False,True
OL_000005600,ORD_0001300,SKU_00272,2,True,False
OL_000005601,ORD_0001301,SKU_00273,1,False,True
OL_000005602,ORD_0001301,SKU_00022,13,True,True
OL_000005603,ORD_0001301,SKU_00300,9,True,True
OL_000005604,ORD_0001301,SKU_00117,4,False,False
OL_000005605,ORD_0001302,SKU_00267,2,True,False
OL_000005606,ORD_0001302,SKU_00169,5,False,False
OL_000005607,ORD_0001302,SKU_00059,1,False,False
OL_000005608,ORD_0001302,SKU_00105,1,False,False
OL_000005609,ORD_0001303,SKU_00032,3,True,False
OL_000005610,ORD_0001303,SKU_00276,10,False,False
OL_000005611,ORD_0001304,SKU_00204,3,True,True
OL_000005612,ORD_0001304,SKU_00182,2,True,False
OL_000005613,ORD_0001304,SKU_00056,2,False,False
OL_000005614,ORD_0001304,SKU_00209,7,True,False
OL_000005615,ORD_0001304,SKU_00113,1,False,False
OL_000005616,ORD_0001304,SKU_00299,4,False,False
OL_000005617,ORD_0001305,SKU_00226,11,False,False
OL_000005618,ORD_0001305,SKU_00079,7,False,False
OL_000005619,ORD_0001305,SKU_00272,6,True,False
OL_000005620,ORD_0001306,SKU_00171,6,True,False
OL_000005621,ORD_0001306,SKU_00220,11,False,False
OL_000005622,ORD_0001306,SKU_00036,1,False,False
OL_000005623,ORD_0001307,SKU_00086,43,False,True
OL_000005624,ORD_0001307,SKU_00192,17,True,True
OL_000005625,ORD_0001308,SKU_00295,2,False,False
OL_000005626,ORD_0001309,SKU_00014,5,True,False
OL_000005627,ORD_0001309,SKU_00095,3,False,False
OL_000005628,ORD_0001309,SKU_00006,18,False,False
OL_000005629,ORD_0001309,SKU_00277,2,False,False
OL_000005630,ORD_0001310,SKU_00097,4,False,False
OL_000005631,ORD_0001310,SKU_00168,3,True,True
OL_000005632,ORD_0001310,SKU_00177,1,False,False
OL_000005633,ORD_0001311,SKU_00105,8,False,False
OL_000005634,ORD_0001312,SKU_00225,1,False,True
OL_000005635,ORD_0001312,SKU_00051,1,False,True
OL_000005636,ORD_0001312,SKU_00200,4,False,False
OL_000005637,ORD_0001312,SKU_00008,4,False,False
OL_000005638,ORD_0001312,SKU_00252,4,True,False
OL_000005639,ORD_0001313,SKU_00065,8,True,False
OL_000005640,ORD_0001313,SKU_00145,6,False,False
OL_000005641,ORD_0001313,SKU_00018,2,True,False
OL_000005642,ORD_0001313,SKU_00146,18,True,False
OL_000005643,ORD_0001314,SKU_00186,2,False,True
OL_000005644,ORD_0001314,SKU_00207,8,False,False
OL_000005645,ORD_0001314,SKU_00244,4,False,True
OL_000005646,ORD_0001314,SKU_00159,9,False,True
OL_000005647,ORD_0001315,SKU_00193,3,True,False
OL_000005648,ORD_0001315,SKU_00078,6,False,False
OL_000005649,ORD_0001315,SKU_00271,5,True,True
OL_000005650,ORD_0001315,SKU_00045,8,True,True
OL_000005651,ORD_0001315,SKU_00272,2,True,False
OL_000005652,ORD_0001315,SKU_00204,11,True,False
OL_000005653,ORD_0001316,SKU_00267,3,True,False
OL_000005654,ORD_0001317,SKU_00028,1,False,True
OL_000005655,ORD_0001317,SKU_00059,5,False,False
OL_000005656,ORD_0001317,SKU_00280,4,False,False
OL_000005657,ORD_0001317,SKU_00109,6,False,False
OL_000005658,ORD_0001318,SKU_00171,3,True,False
OL_000005659,ORD_0001318,SKU_00019,7,False,False
OL_000005660,ORD_0001318,SKU_00074,7,False,False
OL_000005661,ORD_0001318,SKU_00173,4,False,False
OL_000005662,ORD_0001319,SKU_00012,4,False,False
OL_000005663,ORD_0001319,SKU_00095,3,False,False
OL_000005664,ORD_0001319,SKU_00245,4,False,True
OL_000005665,ORD_0001319,SKU_00061,12,False,True
OL_000005666,ORD_0001320,SKU_00047,7,True,False
OL_000005667,ORD_0001320,SKU_00289,1,False,False
OL_000005668,ORD_0001320,SKU_00099,4,False,True
OL_000005669,ORD_0001320,SKU_00226,7,False,True
OL_000005670,ORD_0001320,SKU_00239,3,False,False
OL_000005671,ORD_0001320,SKU_00132,5,False,True
OL_000005672,ORD_0001321,SKU_00142,2,False,False
OL_000005673,ORD_0001321,SKU_00147,1,False,False
OL_000005674,ORD_0001321,SKU_00270,3,False,True
OL_000005675,ORD_0001321,SKU_00097,1,False,True
OL_000005676,ORD_0001321,SKU_00144,3,True,False
OL_000005677,ORD_0001322,SKU_00123,2,True,False
OL_000005678,ORD_0001322,SKU_00189,3,True,False
OL_000005679,ORD_0001322,SKU_00125,11,False,False
OL_000005680,ORD_0001322,SKU_00217,3,False,False
OL_000005681,ORD_0001323,SKU_00140,1,False,True
OL_000005682,ORD_0001323,SKU_00164,4,True,False
OL_000005683,ORD_0001323,SKU_00049,6,False,True
OL_000005684,ORD_0001324,SKU_00112,6,False,False
OL_000005685,ORD_0001324,SKU_00191,4,False,True
OL_000005686,ORD_0001324,SKU_00264,3,True,True
OL_000005687,ORD_0001324,SKU_00158,6,False,True
OL_000005688,ORD_0001325,SKU_00155,7,False,True
OL_000005689,ORD_0001325,SKU_00164,8,True,False
OL_000005690,ORD_0001325,SKU_00181,7,True,False
OL_000005691,ORD_0001325,SKU_00261,1,False,False
OL_000005692,ORD_0001325,SKU_00003,3,False,False
OL_000005693,ORD_0001325,SKU_00274,3,False,False
OL_000005694,ORD_0001326,SKU_00226,1,False,False
OL_000005695,ORD_0001326,SKU_00285,1,False,False
OL_000005696,ORD_0001327,SKU_00203,2,False,False
OL_000005697,ORD_0001327,SKU_00072,5,True,False
OL_000005698,ORD_0001327,SKU_00119,6,False,True
OL_000005699,ORD_0001327,SKU_00005,1,False,False
OL_000005700,ORD_0001327,SKU_00224,12,False,False
OL_000005701,ORD_0001328,SKU_00012,13,False,True
OL_000005702,ORD_0001328,SKU_00056,6,False,False
OL_000005703,ORD_0001328,SKU_00158,10,False,False
OL_000005704,ORD_0001329,SKU_00022,18,True,False
OL_000005705,ORD_0001329,SKU_00255,25,False,True
OL_000005706,ORD_0001329,SKU_00094,1,False,True
OL_000005707,ORD_0001329,SKU_00068,3,True,True
OL_000005708,ORD_0001329,SKU_00224,11,False,True
OL_000005709,ORD_0001330,SKU_00192,21,True,True
OL_000005710,ORD_0001330,SKU_00164,1,True,False
OL_000005711,ORD_0001330,SKU_00039,1,True,False
OL_000005712,ORD_0001330,SKU_00010,4,False,False
OL_000005713,ORD_0001331,SKU_00212,1,False,True
OL_000005714,ORD_0001331,SKU_00194,6,False,True
OL_000005715,ORD_0001331,SKU_00284,2,True,True
OL_000005716,ORD_0001331,SKU_00094,11,False,False
OL_000005717,ORD_0001331,SKU_00059,6,False,False
OL_000005718,ORD_0001331,SKU_00234,19,False,True
OL_000005719,ORD_0001332,SKU_00262,10,False,False
OL_000005720,ORD_0001332,SKU_00163,23,False,True
OL_000005721,ORD_0001332,SKU_00026,6,False,True
OL_000005722,ORD_0001333,SKU_00162,2,False,False
OL_000005723,ORD_0001333,SKU_00138,4,False,True
OL_000005724,ORD_0001333,SKU_00264,1,True,False
OL_000005725,ORD_0001334,SKU_00001,6,False,False
OL_000005726,ORD_0001334,SKU_00077,3,False,False
OL_000005727,ORD_0001334,SKU_00034,4,False,True
OL_000005728,ORD_0001334,SKU_00136,9,True,False
OL_000005729,ORD_0001334,SKU_00062,1,False,True
OL_000005730,ORD_0001334,SKU_00087,1,False,False
OL_000005731,ORD_0001335,SKU_00055,23,True,False
OL_000005732,ORD_0001335,SKU_00024,19,False,False
OL_000005733,ORD_0001335,SKU_00025,9,False,False
OL_000005734,ORD_0001336,SKU_00187,13,False,True
OL_000005735,ORD_0001336,SKU_00020,6,False,False
OL_000005736,ORD_0001336,SKU_00015,2,False,True
OL_000005737,ORD_0001336,SKU_00265,10,False,False
OL_000005738,ORD_0001337,SKU_00258,4,False,True
OL_000005739,ORD_0001337,SKU_00065,10,True,True
OL_000005740,ORD_0001338,SKU_00212,1,False,False
OL_000005741,ORD_0001338,SKU_00099,4,False,False
OL_000005742,ORD_0001338,SKU_00148,5,False,False
OL_000005743,ORD_0001338,SKU_00200,10,False,True
OL_000005744,ORD_0001338,SKU_00203,2,False,True
OL_000005745,ORD_0001339,SKU_00111,3,False,True
OL_000005746,ORD_0001339,SKU_00290,1,False,False
OL_000005747,ORD_0001339,SKU_00274,3,False,True
OL_000005748,ORD_0001339,SKU_00291,2,True,False
OL_000005749,ORD_0001340,SKU_00126,6,True,False
OL_000005750,ORD_0001340,SKU_00109,13,False,True
OL_000005751,ORD_0001340,SKU_00209,14,True,True
OL_000005752,ORD_0001340,SKU_00264,3,True,False
OL_000005753,ORD_0001341,SKU_00268,6,False,False
OL_000005754,ORD_0001341,SKU_00130,1,False,True
OL_000005755,ORD_0001341,SKU_00232,1,False,True
OL_000005756,ORD_0001342,SKU_00210,4,False,False
OL_000005757,ORD_0001342,SKU_00290,2,False,True
OL_000005758,ORD_0001342,SKU_00096,1,True,False
OL_000005759,ORD_0001343,SKU_00291,1,True,False
OL_000005760,ORD_0001343,SKU_00135,5,False,False
OL_000005761,ORD_0001343,SKU_00246,12,False,False
OL_000005762,ORD_0001344,SKU_00224,11,False,False
OL_000005763,ORD_0001344,SKU_00022,12,True,True
OL_000005764,ORD_0001344,SKU_00188,10,False,True
OL_000005765,ORD_0001345,SKU_00050,4,False,False
OL_000005766,ORD_0001345,SKU_00252,13,True,False
OL_000005767,ORD_0001345,SKU_00075,3,False,True
OL_000005768,ORD_0001345,SKU_00137,5,True,False
OL_000005769,ORD_0001345,SKU_00201,6,True,True
OL_000005770,ORD_0001346,SKU_00072,1,True,False
OL_000005771,ORD_0001346,SKU_00181,3,True,False
OL_000005772,ORD_0001346,SKU_00100,7,False,False
OL_000005773,ORD_0001347,SKU_00163,3,False,False
OL_000005774,ORD_0001347,SKU_00171,2,True,False
OL_000005775,ORD_0001347,SKU_00196,4,True,False
OL_000005776,ORD_0001347,SKU_00284,2,True,False
OL_000005777,ORD_0001348,SKU_00039,14,True,True
OL_000005778,ORD_0001348,SKU_00074,2,False,False
OL_000005779,ORD_0001348,SKU_00093,2,True,False
OL_000005780,ORD_0001348,SKU_00136,1,True,False
OL_000005781,ORD_0001348,SKU_00249,3,True,True
OL_000005782,ORD_0001349,SKU_00047,4,True,False
OL_000005783,ORD_0001349,SKU_00149,7,True,True
OL_000005784,ORD_0001349,SKU_00178,3,False,False
OL_000005785,ORD_0001349,SKU_00206,9,False,True
OL_000005786,ORD_0001349,SKU_00177,4,False,True
OL_000005787,ORD_0001349,SKU_00294,3,False,True
OL_000005788,ORD_0001350,SKU_00101,2,False,False
OL_000005789,ORD_0001350,SKU_00072,6,True,False
OL_000005790,ORD_0001350,SKU_00064,5,False,False
OL_000005791,ORD_0001351,SKU_00250,2,False,False
OL_000005792,ORD_0001351,SKU_00187,8,False,False
OL_000005793,ORD_0001351,SKU_00194,7,False,False
OL_000005794,ORD_0001351,SKU_00147,1,False,False
OL_000005795,ORD_0001351,SKU_00158,17,False,False
OL_000005796,ORD_0001351,SKU_00175,5,False,True
OL_000005797,ORD_0001352,SKU_00038,2,True,False
OL_000005798,ORD_0001352,SKU_00162,1,False,False
OL_000005799,ORD_0001352,SKU_00227,1,False,False
OL_000005800,ORD_0001353,SKU_00033,12,False,False
OL_000005801,ORD_0001353,SKU_00279,34,False,False
OL_000005802,ORD_0001353,SKU_00193,41,True,False
OL_000005803,ORD_0001353,SKU_00263,4,False,False
