customer_type,orders,lines,units
2026-01-13 17:50:00,1,1,0
2026-01-10 08:29:00,2,2,0
2026-01-12 09:39:00,1,1,0
2026-01-12 18:04:00,1,1,0
2026-01-12 09:35:00,1,1,0
2026-01-10 18:47:00,1,1,0
2026-01-14 19:18:00,1,1,0
2026-01-13 12:09:00,1,1,0
2026-01-13 12:01:00,2,2,0
2026-01-11 21:17:00,1,1,0
2026-01-15 13:19:00,1,1,0
2026-01-15 13:15:00,1,1,0
2026-01-15 07:21:00,3,3,0
2026-01-10 07:08:00,1,1,0
2026-01-15 17:43:00,1,1,0
2026-01-14 10:30:00,2,2,0
2026-01-14 10:34:00,2,2,0
2026-01-16 11:48:00,1,1,0
2026-01-16 20:17:00,1,1,0
2026-01-14 20:52:00,1,1,0
2026-01-14 20:56:00,1,1,0
2026-01-15 06:08:00,1,1,0
2026-01-15 06:04:00,2,2,0
2026-01-15 06:00:00,3,3,0
2026-01-13 06:47:00,1,1,0
2026-01-11 15:59:00,1,1,0
2026-01-11 15:55:00,2,2,0
2026-01-15 16:26:00,3,3,0
2026-01-13 19:44:00,2,2,0
2026-01-13 19:40:00,2,2,0
2026-01-14 13:41:00,1,1,0
2026-01-14 13:45:00,2,2,0
2026-01-16 14:51:00,1,1,0
2026-01-16 14:55:00,1,1,0
2026-01-16 14:59:00,1,1,0
2026-01-11 08:40:00,2,2,0
2026-01-13 08:01:00,2,2,0
2026-01-11 17:13:00,1,1,0
2026-01-15 09:19:00,2,2,0
2026-01-15 09:15:00,1,1,0
2026-01-15 09:11:00,2,2,0
2026-01-13 18:23:00,1,1,0
2026-01-13 18:27:00,2,2,0
2026-01-10 11:53:00,2,2,0
2026-01-12 11:14:00,1,1,0
2026-01-10 20:26:00,1,1,0
2026-01-13 09:54:00,2,2,0
2026-01-15 19:37:00,2,2,0
2026-01-14 12:24:00,1,1,0
2026-01-14 12:28:00,2,2,0
2026-01-14 12:20:00,2,2,0
2026-01-14 16:56:00,2,2,0
2026-01-11 07:27:00,2,2,0
2026-01-11 07:23:00,1,1,0
2026-01-15 10:53:00,1,1,0
2026-01-10 10:32:00,1,1,0
2026-01-10 10:36:00,1,1,0
2026-01-13 17:06:00,1,1,0
2026-01-14 11:07:00,2,2,0
2026-01-16 06:23:00,1,1,0
2026-01-14 15:31:00,1,1,0
2026-01-14 15:35:00,2,2,0
2026-01-16 19:20:00,1,1,0
2026-01-11 19:07:00,1,1,0
2026-01-10 13:47:00,1,1,0
2026-01-14 08:20:00,1,1,0
2026-01-16 09:34:00,1,1,0
2026-01-16 09:38:00,1,1,0
2026-01-16 18:03:00,1,1,0
2026-01-14 18:42:00,1,1,0
2026-01-14 18:46:00,1,1,0
2026-01-13 11:33:00,1,1,0
2026-01-11 20:45:00,1,1,0
2026-01-11 09:17:00,1,1,0
2026-01-15 21:12:00,1,1,0
2026-01-15 12:43:00,1,1,0
2026-01-15 12:47:00,2,2,0
2026-01-15 21:16:00,3,3,0
2026-01-13 21:51:00,1,1,0
2026-01-13 21:59:00,4,4,0
2026-01-13 21:55:00,1,1,0
2026-01-14 07:03:00,4,4,0
2026-01-10 16:54:00,2,2,0
2026-01-12 16:15:00,1,1,0
2026-01-12 07:46:00,1,1,0
2026-01-12 16:11:00,1,1,0
2026-01-10 16:58:00,1,1,0
2026-01-12 16:19:00,1,1,0
2026-01-14 17:25:00,1,1,0
2026-01-14 17:29:00,2,2,0
2026-01-13 10:12:00,1,1,0
2026-01-11 10:55:00,1,1,0
2026-01-13 10:16:00,2,2,0
2026-01-13 14:40:00,1,1,0
2026-01-15 15:54:00,2,2,0
2026-01-15 15:50:00,2,2,0
2026-01-15 15:58:00,1,1,0
2026-01-12 09:00:00,1,1,0
2026-01-15 10:09:00,2,2,0
2026-01-13 13:23:00,2,2,0
2026-01-15 14:37:00,4,4,0
2026-01-15 14:33:00,2,2,0
2026-01-13 17:51:00,1,1,0
2026-01-10 08:26:00,1,1,0
2026-01-10 08:22:00,1,1,0
2026-01-12 18:09:00,1,1,0
2026-01-16 21:35:00,1,1,0
2026-01-11 21:18:00,1,1,0
2026-01-13 12:02:00,2,2,0
2026-01-11 06:51:00,1,1,0
2026-01-15 07:26:00,1,1,0
2026-01-15 07:22:00,2,2,0
2026-01-13 16:30:00,1,1,0
2026-01-10 07:09:00,1,1,0
2026-01-13 16:38:00,1,1,0
2026-01-10 07:05:00,1,1,0
2026-01-14 10:31:00,1,1,0
2026-01-14 10:39:00,2,2,0
2026-01-16 11:49:00,1,1,0
2026-01-16 20:18:00,1,1,0
2026-01-16 11:45:00,1,1,0
2026-01-14 20:57:00,1,1,0
2026-01-11 14:07:00,1,1,0
2026-01-15 06:05:00,2,2,0
2026-01-13 15:17:00,1,1,0
2026-01-13 06:48:00,3,3,0
2026-01-15 19:02:00,1,1,0
2026-01-13 19:45:00,3,3,0
2026-01-13 19:49:00,5,5,0
2026-01-16 13:03:00,1,1,0
2026-01-14 13:42:00,2,2,0
2026-01-14 13:46:00,2,2,0
2026-01-16 14:56:00,1,1,0
2026-01-13 08:06:00,1,1,0
2026-01-11 17:14:00,2,2,0
2026-01-11 08:45:00,1,1,0
2026-01-11 17:18:00,1,1,0
2026-01-13 08:02:00,1,1,0
2026-01-15 09:16:00,1,1,0
2026-01-15 09:12:00,4,4,0
2026-01-12 11:11:00,1,1,0
2026-01-10 20:23:00,1,1,0
2026-01-13 09:59:00,1,1,0
2026-01-10 11:54:00,1,1,0
2026-01-13 18:24:00,2,2,0
2026-01-14 12:21:00,1,1,0
2026-01-14 12:29:00,4,4,0
2026-01-14 12:25:00,3,3,0
2026-01-16 16:10:00,1,1,0
2026-01-16 07:45:00,1,1,0
2026-01-14 16:57:00,1,1,0
2026-01-14 16:53:00,2,2,0
2026-01-15 10:58:00,1,1,0
2026-01-15 10:54:00,2,2,0
2026-01-15 10:50:00,1,1,0
2026-01-10 10:37:00,1,1,0
2026-01-14 11:08:00,3,3,0
2026-01-12 14:22:00,1,1,0
2026-01-14 15:36:00,2,2,0
2026-01-11 19:04:00,1,1,0
2026-01-13 12:51:00,1,1,0
2026-01-10 13:48:00,1,1,0
2026-01-10 07:50:00,2,2,0
2026-01-14 08:21:00,3,3,0
2026-01-14 14:19:00,2,2,0
2026-01-14 08:25:00,5,5,0
2026-01-11 10:20:00,1,1,0
2026-01-16 09:35:00,1,1,0
2026-01-16 18:04:00,1,1,0
2026-01-16 09:39:00,1,1,0
2026-01-14 18:47:00,1,1,0
2026-01-14 18:43:00,2,2,0
2026-01-11 20:46:00,1,1,0
2026-01-13 20:03:00,6,6,0
2026-01-15 12:44:00,2,2,0
2026-01-15 12:48:00,3,3,0
2026-01-10 15:06:00,2,2,0
2026-01-14 07:08:00,1,1,0
2026-01-14 07:04:00,1,1,0
2026-01-12 16:16:00,1,1,0
2026-01-12 16:12:00,2,2,0
2026-01-10 16:59:00,1,1,0
2026-01-13 10:17:00,4,4,0
2026-01-15 11:27:00,1,1,0
2026-01-13 14:45:00,3,3,0
2026-01-13 14:41:00,1,1,0
2026-01-15 15:59:00,1,1,0
2026-01-15 15:51:00,1,1,0
2026-01-12 09:01:00,1,1,0
2026-01-12 19:27:00,1,1,0
2026-01-11 12:10:00,2,2,0
2026-01-13 13:24:00,3,3,0
2026-01-15 14:38:00,1,1,0
2026-01-15 08:44:00,2,2,0
2026-01-10 08:27:00,1,1,0
2026-01-13 17:56:00,1,1,0
2026-01-10 08:23:00,1,1,0
2026-01-13 17:52:00,2,2,0
2026-01-14 11:57:00,1,1,0
2026-01-14 11:53:00,3,3,0
2026-01-12 18:06:00,1,1,0
2026-01-13 12:07:00,2,2,0
2026-01-11 06:56:00,1,1,0
2026-01-11 21:19:00,1,1,0
2026-01-11 15:21:00,1,1,0
2026-01-15 07:23:00,2,2,0
2026-01-13 16:31:00,1,1,0
2026-01-13 16:35:00,2,2,0
2026-01-13 16:39:00,2,2,0
2026-01-15 17:49:00,3,3,0
2026-01-14 10:36:00,1,1,0
2026-01-14 10:32:00,2,2,0
2026-01-12 13:50:00,1,1,0
2026-01-11 14:04:00,1,1,0
2026-01-11 14:00:00,1,1,0
2026-01-15 06:06:00,1,1,0
2026-01-13 06:49:00,2,2,0
2026-01-13 09:24:00,1,1,0
2026-01-13 15:18:00,4,4,0
2026-01-15 19:07:00,1,1,0
2026-01-13 19:42:00,4,4,0
2026-01-10 21:45:00,2,2,0
2026-01-16 13:00:00,1,1,0
2026-01-14 13:47:00,1,1,0
2026-01-14 13:43:00,1,1,0
2026-01-13 08:07:00,2,2,0
2026-01-10 10:02:00,1,1,0
2026-01-11 17:11:00,1,1,0
2026-01-11 17:19:00,1,1,0
2026-01-15 09:13:00,1,1,0
2026-01-15 09:17:00,2,2,0
2026-01-13 18:29:00,3,3,0
2026-01-10 20:24:00,2,2,0
2026-01-10 11:55:00,1,1,0
2026-01-14 12:26:00,1,1,0
2026-01-12 15:44:00,1,1,0
2026-01-16 16:15:00,1,1,0
2026-01-14 16:58:00,1,1,0
2026-01-14 16:50:00,1,1,0
2026-01-14 16:54:00,1,1,0
2026-01-11 07:29:00,1,1,0
2026-01-15 10:51:00,1,1,0
2026-01-15 10:59:00,2,2,0
2026-01-15 10:55:00,2,2,0
2026-01-10 13:13:00,1,1,0
2026-01-12 14:23:00,1,1,0
2026-01-16 06:29:00,1,1,0
2026-01-16 06:25:00,1,1,0
2026-01-14 09:43:00,1,1,0
2026-01-14 15:37:00,1,1,0
2026-01-16 19:22:00,1,1,0
2026-01-13 12:52:00,2,2,0
2026-01-13 21:21:00,2,2,0
2026-01-10 07:55:00,1,1,0
2026-01-10 16:24:00,2,2,0
2026-01-14 08:26:00,1,1,0
2026-01-16 09:36:00,1,1,0
2026-01-16 18:01:00,1,1,0
2026-01-16 18:05:00,1,1,0
2026-01-13 11:35:00,3,3,0
2026-01-11 20:47:00,1,1,0
2026-01-11 20:43:00,1,1,0
2026-01-13 20:04:00,1,1,0
2026-01-15 12:49:00,2,2,0
2026-01-15 06:51:00,2,2,0
2026-01-15 21:18:00,2,2,0
2026-01-14 07:01:00,1,1,0
2026-01-14 07:09:00,2,2,0
2026-01-16 08:19:00,1,1,0
2026-01-13 10:18:00,1,1,0
2026-01-11 13:32:00,2,2,0
2026-01-13 10:14:00,1,1,0
2026-01-15 14:03:00,2,2,0
2026-01-13 14:46:00,3,3,0
2026-01-15 15:56:00,3,3,0
2026-01-10 18:10:00,1,1,0
2026-01-10 09:41:00,1,1,0
2026-01-14 21:40:00,2,2,0
2026-01-11 12:15:00,2,2,0
2026-01-13 13:25:00,1,1,0
2026-01-11 16:43:00,1,1,0
2026-01-15 08:45:00,2,2,0
2026-01-15 17:10:00,3,3,0
2026-01-15 08:49:00,4,4,0
2026-01-15 17:14:00,1,1,0
2026-01-13 17:57:00,2,2,0
2026-01-10 08:28:00,2,2,0
2026-01-13 17:53:00,1,1,0
2026-01-16 11:11:00,1,1,0
2026-01-14 11:54:00,2,2,0
2026-01-14 11:50:00,1,1,0
2026-01-14 20:27:00,2,2,0
2026-01-16 21:37:00,1,1,0
2026-01-13 06:10:00,1,1,0
2026-01-11 06:57:00,1,1,0
2026-01-11 15:22:00,1,1,0
2026-01-15 07:28:00,2,2,0
2026-01-14 10:33:00,1,1,0
2026-01-12 13:51:00,2,2,0
2026-01-16 20:16:00,1,1,0
2026-01-11 14:09:00,1,1,0
2026-01-15 06:07:00,1,1,0
2026-01-13 09:25:00,1,1,0
2026-01-10 11:20:00,1,1,0
2026-01-13 09:21:00,3,3,0
2026-01-15 19:04:00,5,5,0
2026-01-15 19:08:00,2,2,0
2026-01-15 19:00:00,3,3,0
2026-01-13 19:47:00,1,1,0
2026-01-12 21:03:00,1,1,0
2026-01-12 12:34:00,2,2,0
2026-01-14 07:50:00,2,2,0
2026-01-14 13:48:00,2,2,0
2026-01-16 17:33:00,2,2,0
2026-01-13 08:08:00,1,1,0
2026-01-11 17:16:00,1,1,0
2026-01-11 08:47:00,1,1,0
2026-01-15 09:18:00,2,2,0
2026-01-15 20:46:00,3,3,0
2026-01-10 20:29:00,2,2,0
2026-01-12 11:13:00,1,1,0
2026-01-12 11:17:00,1,1,0
2026-01-14 06:37:00,2,2,0
2026-01-14 16:59:00,1,1,0
2026-01-15 10:52:00,2,2,0
2026-01-12 08:30:00,2,2,0
2026-01-10 17:42:00,1,1,0
2026-01-16 09:01:00,1,1,0
2026-01-14 09:40:00,2,2,0
2026-01-14 09:44:00,1,1,0
2026-01-12 18:52:00,1,1,0
2026-01-16 19:27:00,1,1,0
2026-01-16 19:23:00,1,1,0
2026-01-15 12:10:00,1,1,0
2026-01-13 21:22:00,1,1,0
2026-01-13 12:53:00,1,1,0
2026-01-13 12:57:00,1,1,0
2026-01-10 16:21:00,2,2,0
2026-01-10 07:52:00,1,1,0
2026-01-12 07:13:00,1,1,0
2026-01-10 16:25:00,1,1,0
2026-01-12 13:07:00,1,1,0
2026-01-14 08:23:00,1,1,0
2026-01-14 08:27:00,2,2,0
2026-01-11 10:26:00,1,1,0
2026-01-11 10:22:00,1,1,0
2026-01-13 20:05:00,2,2,0
2026-01-13 20:09:00,2,2,0
2026-01-13 11:36:00,1,1,0
2026-01-13 20:01:00,1,1,0
2026-01-13 11:32:00,1,1,0
2026-01-15 06:56:00,1,1,0
2026-01-15 06:52:00,2,2,0
2026-01-15 21:19:00,1,1,0
2026-01-15 15:21:00,2,2,0
2026-01-15 21:15:00,3,3,0
2026-01-14 07:06:00,1,1,0
2026-01-12 16:18:00,1,1,0
2026-01-13 10:19:00,1,1,0
2026-01-11 13:33:00,1,1,0
2026-01-15 14:04:00,1,1,0
2026-01-13 14:43:00,2,2,0
2026-01-13 14:47:00,3,3,0
2026-01-10 09:46:00,3,3,0
2026-01-10 18:11:00,1,1,0
2026-01-12 09:03:00,1,1,0
2026-01-14 21:45:00,1,1,0
2026-01-11 12:12:00,1,1,0
2026-01-12 19:29:00,1,1,0
2026-01-13 07:32:00,1,1,0
2026-01-11 16:40:00,1,1,0
2026-01-13 16:01:00,2,2,0
2026-01-11 16:48:00,1,1,0
2026-01-15 17:19:00,1,1,0
2026-01-15 08:42:00,2,2,0
2026-01-15 17:11:00,2,2,0
2026-01-15 17:15:00,3,3,0
2026-01-12 10:41:00,1,1,0
2026-01-13 17:54:00,2,2,0
2026-01-14 20:24:00,2,2,0
2026-01-14 20:28:00,2,2,0
2026-01-14 11:59:00,2,2,0
2026-01-14 11:55:00,2,2,0
2026-01-14 20:20:00,2,2,0
2026-01-16 21:34:00,2,2,0
2026-01-16 15:40:00,1,1,0
2026-01-13 06:11:00,1,1,0
2026-01-11 15:27:00,1,1,0
2026-01-11 06:58:00,1,1,0
2026-01-13 06:19:00,1,1,0
2026-01-11 06:54:00,1,1,0
2026-01-13 06:15:00,3,3,0
2026-01-15 07:29:00,2,2,0
2026-01-15 07:25:00,2,2,0
2026-01-13 19:12:00,1,1,0
2026-01-13 16:37:00,1,1,0
2026-01-11 19:55:00,1,1,0
2026-01-14 10:38:00,2,2,0
2026-01-16 14:27:00,1,1,0
2026-01-16 14:23:00,2,2,0
2026-01-13 09:26:00,1,1,0
2026-01-10 11:25:00,1,1,0
2026-01-11 18:34:00,2,2,0
2026-01-11 18:30:00,1,1,0
2026-01-15 19:01:00,2,2,0
2026-01-15 19:09:00,3,3,0
2026-01-15 19:05:00,1,1,0
2026-01-13 19:48:00,3,3,0
2026-01-10 21:47:00,1,1,0
2026-01-16 13:06:00,1,1,0
2026-01-14 07:55:00,1,1,0
2026-01-14 16:20:00,1,1,0
2026-01-16 17:34:00,1,1,0
2026-01-16 17:38:00,1,1,0
2026-01-13 08:05:00,2,2,0
2026-01-10 10:00:00,2,2,0
2026-01-10 10:08:00,1,1,0
2026-01-13 08:09:00,1,1,0
2026-01-10 10:04:00,1,1,0
2026-01-14 06:38:00,1,1,0
2026-01-14 15:03:00,1,1,0
2026-01-14 06:30:00,3,3,0
2026-01-12 15:46:00,3,3,0
2026-01-12 15:42:00,1,1,0
2026-01-16 16:13:00,1,1,0
2026-01-16 16:17:00,1,1,0
2026-01-15 10:57:00,1,1,0
2026-01-10 13:15:00,1,1,0
2026-01-10 13:11:00,1,1,0
2026-01-14 18:10:00,2,2,0
2026-01-14 09:49:00,2,2,0
2026-01-14 09:41:00,1,1,0
2026-01-14 18:14:00,2,2,0
2026-01-12 18:57:00,1,1,0
2026-01-11 11:40:00,2,2,0
2026-01-16 19:28:00,1,1,0
2026-01-16 19:24:00,1,1,0
2026-01-15 12:11:00,1,1,0
2026-01-13 12:54:00,3,3,0
2026-01-13 21:27:00,2,2,0
2026-01-13 12:50:00,1,1,0
2026-01-13 21:23:00,1,1,0
2026-01-10 07:57:00,1,1,0
2026-01-12 07:18:00,1,1,0
2026-01-10 16:22:00,1,1,0
2026-01-10 07:53:00,2,2,0
2026-01-12 07:14:00,1,1,0
2026-01-16 10:40:00,1,1,0
2026-01-14 08:24:00,1,1,0
2026-01-14 08:28:00,2,2,0
2026-01-12 17:36:00,2,2,0
2026-01-16 18:07:00,1,1,0
2026-01-13 20:02:00,3,3,0
2026-01-13 20:06:00,1,1,0
2026-01-15 06:57:00,4,4,0
2026-01-15 15:22:00,2,2,0
2026-01-10 09:11:00,1,1,0
2026-01-10 15:05:00,1,1,0
2026-01-15 19:50:00,1,1,0
2026-01-11 13:30:00,1,1,0
2026-01-15 14:05:00,1,1,0
2026-01-15 14:09:00,1,1,0
2026-01-15 14:01:00,1,1,0
2026-01-13 14:48:00,3,3,0
2026-01-12 09:08:00,1,1,0
2026-01-12 09:04:00,3,3,0
2026-01-16 12:30:00,1,1,0
2026-01-14 21:42:00,1,1,0
2026-01-14 21:46:00,3,3,0
2026-01-13 16:02:00,3,3,0
2026-01-11 16:45:00,1,1,0
2026-01-15 17:12:00,1,1,0
2026-01-15 08:47:00,1,1,0
2026-01-15 08:43:00,1,1,0
2026-01-15 17:16:00,2,2,0
2026-01-13 17:59:00,1,1,0
2026-01-14 11:56:00,1,1,0
2026-01-14 20:21:00,1,1,0
2026-01-14 20:25:00,4,4,0
2026-01-14 20:29:00,3,3,0
2026-01-13 06:12:00,4,4,0
2026-01-13 06:16:00,3,3,0
2026-01-11 15:28:00,2,2,0
2026-01-10 12:43:00,1,1,0
2026-01-13 19:13:00,4,4,0
2026-01-14 13:14:00,2,2,0
2026-01-14 13:10:00,1,1,0
2026-01-12 13:53:00,2,2,0
2026-01-16 14:24:00,1,1,0
2026-01-16 14:28:00,1,1,0
2026-01-16 14:20:00,2,2,0
2026-01-16 18:52:00,1,1,0
2026-01-13 09:27:00,1,1,0
2026-01-13 09:23:00,2,2,0
2026-01-11 18:35:00,2,2,0
2026-01-13 20:51:00,1,1,0
2026-01-11 18:39:00,1,1,0
2026-01-10 21:48:00,1,1,0
2026-01-10 15:50:00,1,1,0
2026-01-12 06:42:00,2,2,0
2026-01-14 07:52:00,1,1,0
2026-01-14 07:56:00,2,2,0
2026-01-14 16:21:00,3,3,0
2026-01-10 10:09:00,1,1,0
2026-01-10 10:05:00,1,1,0
2026-01-15 20:48:00,1,1,0
2026-01-15 20:44:00,1,1,0
2026-01-15 20:40:00,3,3,0
2026-01-14 15:08:00,1,1,0
2026-01-14 15:00:00,1,1,0
2026-01-14 15:04:00,2,2,0
2026-01-14 06:35:00,1,1,0
2026-01-14 06:39:00,3,3,0
2026-01-14 19:32:00,1,1,0
2026-01-15 13:33:00,1,1,0
2026-01-12 08:36:00,1,1,0
2026-01-10 17:40:00,3,3,0
2026-01-14 09:42:00,1,1,0
2026-01-14 18:11:00,2,2,0
2026-01-14 09:46:00,1,1,0
2026-01-14 18:19:00,3,3,0
2026-01-13 11:02:00,1,1,0
2026-01-11 11:49:00,1,1,0
2026-01-12 18:58:00,1,1,0
2026-01-12 18:54:00,2,2,0
2026-01-16 19:29:00,1,1,0
2026-01-15 12:16:00,1,1,0
2026-01-15 12:12:00,1,1,0
2026-01-13 21:24:00,1,1,0
2026-01-13 21:20:00,2,2,0
2026-01-10 06:01:00,1,1,0
2026-01-13 12:59:00,1,1,0
2026-01-15 16:44:00,1,1,0
2026-01-15 16:40:00,1,1,0
2026-01-14 08:29:00,2,2,0
2026-01-11 10:24:00,1,1,0
2026-01-13 14:13:00,1,1,0
2026-01-13 20:07:00,2,2,0
2026-01-13 11:38:00,2,2,0
2026-01-15 06:50:00,4,4,0
2026-01-15 06:54:00,1,1,0
2026-01-15 15:27:00,2,2,0
2026-01-15 06:58:00,3,3,0
2026-01-10 09:12:00,2,2,0
2026-01-10 09:16:00,1,1,0
2026-01-15 19:51:00,1,1,0
2026-01-15 19:55:00,1,1,0
2026-01-15 14:02:00,3,3,0
2026-01-15 14:06:00,2,2,0
2026-01-13 14:49:00,1,1,0
2026-01-13 17:24:00,2,2,0
2026-01-13 08:55:00,3,3,0
2026-01-10 10:50:00,3,3,0
2026-01-15 18:38:00,4,4,0
2026-01-15 18:30:00,2,2,0
2026-01-16 12:39:00,1,1,0
2026-01-14 21:47:00,2,2,0
2026-01-14 21:43:00,3,3,0
2026-01-11 06:24:00,1,1,0
2026-01-11 06:20:00,1,1,0
2026-01-13 07:30:00,1,1,0
2026-01-13 16:07:00,1,1,0
2026-01-13 07:34:00,5,5,0
2026-01-11 16:46:00,1,1,0
2026-01-13 07:38:00,2,2,0
2026-01-15 08:48:00,1,1,0
2026-01-15 17:13:00,2,2,0
2026-01-15 17:17:00,5,5,0
2026-01-14 10:08:00,4,4,0
2026-01-14 10:00:00,1,1,0
2026-01-14 10:04:00,2,2,0
2026-01-14 20:26:00,2,2,0
2026-01-14 14:32:00,2,2,0
2026-01-13 06:17:00,1,1,0
2026-01-13 19:18:00,1,1,0
2026-01-10 12:44:00,1,1,0
2026-01-11 19:53:00,1,1,0
2026-01-13 19:14:00,2,2,0
2026-01-10 12:40:00,1,1,0
2026-01-12 12:01:00,1,1,0
2026-01-14 13:15:00,2,2,0
2026-01-12 13:58:00,1,1,0
2026-01-14 17:43:00,2,2,0
2026-01-11 08:10:00,2,2,0
2026-01-16 18:57:00,1,1,0
2026-01-15 11:40:00,1,1,0
2026-01-13 20:52:00,1,1,0
2026-01-10 21:49:00,1,1,0
2026-01-12 15:12:00,1,1,0
2026-01-12 21:06:00,3,3,0
2026-01-16 13:08:00,1,1,0
2026-01-16 07:10:00,2,2,0
2026-01-14 07:57:00,2,2,0
2026-01-14 16:22:00,1,1,0
2026-01-14 16:26:00,4,4,0
2026-01-14 07:53:00,4,4,0
2026-01-15 10:27:00,2,2,0
2026-01-15 10:23:00,2,2,0
2026-01-15 20:45:00,1,1,0
2026-01-10 14:38:00,1,1,0
2026-01-14 15:09:00,2,2,0
2026-01-14 15:01:00,3,3,0
2026-01-14 06:36:00,3,3,0
2026-01-12 09:54:00,1,1,0
2026-01-12 15:48:00,1,1,0
2026-01-16 16:19:00,1,1,0
2026-01-14 19:33:00,2,2,0
2026-01-14 19:37:00,2,2,0
2026-01-13 12:20:00,2,2,0
2026-01-11 21:32:00,2,2,0
2026-01-15 13:38:00,1,1,0
2026-01-15 13:34:00,1,1,0
2026-01-10 07:23:00,1,1,0
2026-01-10 13:17:00,2,2,0
2026-01-10 17:45:00,2,2,0
2026-01-10 17:41:00,1,1,0
2026-01-16 09:00:00,1,1,0
2026-01-16 09:08:00,1,1,0
2026-01-14 18:16:00,1,1,0
2026-01-14 18:12:00,2,2,0
2026-01-14 09:47:00,1,1,0
2026-01-13 11:03:00,2,2,0
2026-01-11 20:15:00,1,1,0
2026-01-11 20:11:00,1,1,0
2026-01-15 12:17:00,3,3,0
2026-01-13 21:29:00,1,1,0
2026-01-13 21:25:00,4,4,0
2026-01-13 15:31:00,1,1,0
2026-01-15 16:41:00,2,2,0
2026-01-10 07:59:00,1,1,0
2026-01-12 07:16:00,1,1,0
2026-01-16 10:42:00,3,3,0
2026-01-13 14:14:00,2,2,0
2026-01-11 14:53:00,1,1,0
2026-01-15 15:20:00,6,6,0
2026-01-15 15:24:00,2,2,0
2026-01-15 06:59:00,2,2,0
2026-01-15 06:55:00,1,1,0
2026-01-15 19:56:00,3,3,0
2026-01-15 19:52:00,2,2,0
2026-01-16 13:53:00,1,1,0
2026-01-11 07:42:00,1,1,0
2026-01-11 13:36:00,1,1,0
2026-01-15 14:07:00,2,2,0
2026-01-13 17:21:00,1,1,0
2026-01-13 08:56:00,2,2,0
2026-01-10 10:51:00,2,2,0
2026-01-15 18:35:00,1,1,0
2026-01-15 18:39:00,4,4,0
2026-01-14 11:22:00,1,1,0
2026-01-14 11:26:00,2,2,0
2026-01-12 20:38:00,1,1,0
2026-01-16 21:09:00,1,1,0
2026-01-16 21:05:00,2,2,0
2026-01-14 21:44:00,1,1,0
2026-01-11 06:29:00,1,1,0
2026-01-13 07:35:00,1,1,0
2026-01-13 16:08:00,1,1,0
2026-01-13 07:39:00,1,1,0
2026-01-13 16:04:00,1,1,0
2026-01-14 10:05:00,2,2,0
2026-01-14 10:01:00,1,1,0
2026-01-14 10:09:00,4,4,0
2026-01-16 11:19:00,1,1,0
2026-01-16 11:15:00,1,1,0
2026-01-14 14:33:00,2,2,0
2026-01-16 15:47:00,1,1,0
2026-01-16 15:43:00,1,1,0
2026-01-13 06:18:00,1,1,0
2026-01-11 18:05:00,1,1,0
2026-01-13 19:15:00,1,1,0
2026-01-13 19:11:00,1,1,0
2026-01-13 19:19:00,2,2,0
2026-01-10 12:45:00,1,1,0
2026-01-10 21:10:00,1,1,0
2026-01-10 21:18:00,1,1,0
2026-01-14 13:16:00,1,1,0
2026-01-16 08:32:00,2,2,0
2026-01-14 17:44:00,1,1,0
2026-01-11 08:15:00,1,1,0
2026-01-16 18:54:00,1,1,0
2026-01-15 20:10:00,1,1,0
2026-01-15 11:45:00,1,1,0
2026-01-10 11:28:00,1,1,0
2026-01-13 20:53:00,2,2,0
2026-01-14 06:01:00,2,2,0
2026-01-12 06:48:00,3,3,0
2026-01-12 06:44:00,1,1,0
2026-01-16 07:15:00,1,1,0
2026-01-14 07:58:00,2,2,0
2026-01-14 16:27:00,3,3,0
2026-01-14 16:23:00,3,3,0
2026-01-15 10:28:00,1,1,0
2026-01-15 10:20:00,2,2,0
2026-01-15 14:56:00,2,2,0
2026-01-10 08:41:00,2,2,0
2026-01-14 15:06:00,3,3,0
2026-01-12 18:20:00,1,1,0
2026-01-14 19:30:00,1,1,0
2026-01-13 12:25:00,3,3,0
2026-01-11 21:33:00,1,1,0
2026-01-15 13:31:00,2,2,0
2026-01-15 13:39:00,2,2,0
2026-01-10 07:24:00,1,1,0
2026-01-10 07:28:00,2,2,0
2026-01-12 17:07:00,1,1,0
2026-01-12 08:34:00,1,1,0
2026-01-13 11:04:00,1,1,0
2026-01-13 11:00:00,2,2,0
2026-01-11 11:47:00,1,1,0
2026-01-13 11:08:00,1,1,0
2026-01-15 12:14:00,1,1,0
2026-01-13 21:26:00,2,2,0
2026-01-10 06:03:00,1,1,0
2026-01-13 15:32:00,2,2,0
2026-01-15 16:46:00,1,1,0
2026-01-16 10:47:00,1,1,0
2026-01-13 14:19:00,2,2,0
2026-01-13 14:11:00,1,1,0
2026-01-15 15:29:00,2,2,0
2026-01-15 09:31:00,1,1,0
2026-01-13 18:43:00,1,1,0
2026-01-15 19:57:00,2,2,0
2026-01-15 19:53:00,1,1,0
2026-01-14 12:44:00,2,2,0
2026-01-12 21:56:00,2,2,0
2026-01-16 13:50:00,1,1,0
2026-01-13 07:00:00,1,1,0
2026-01-11 07:43:00,1,1,0
2026-01-13 08:53:00,1,1,0
2026-01-13 17:22:00,3,3,0
2026-01-13 17:26:00,2,2,0
2026-01-13 08:57:00,1,1,0
2026-01-14 11:27:00,2,2,0
2026-01-12 20:31:00,1,1,0
2026-01-16 12:37:00,1,1,0
